Datum von;Datum bis;Photovoltaik [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen
14.12.25 05:30;14.12.25 05:45;0;0
14.12.25 05:45;14.12.25 06:00;0;0
14.12.25 06:00;14.12.25 06:15;0;0
14.12.25 06:15;14.12.25 06:30;0;0
14.12.25 06:30;14.12.25 06:45;0;0
14.12.25 06:45;14.12.25 07:00;0;0
14.12.25 07:00;14.12.25 07:15;0;0
14.12.25 07:15;14.12.25 07:30;0;0
14.12.25 07:30;14.12.25 07:45;0;0
14.12.25 07:45;14.12.25 08:00;0,0000004;0,1
14.12.25 08:00;14.12.25 08:15;0,00007444;18,61
14.12.25 08:15;14.12.25 08:30;0,00020944;52,36
14.12.25 08:30;14.12.25 08:45;0,0004602;115,05
14.12.25 08:45;14.12.25 09:00;0,00083684;209,21
14.12.25 09:00;14.12.25 09:15;0,00134316;335,79
14.12.25 09:15;14.12.25 09:30;0,0019354;483,85
14.12.25 09:30;14.12.25 09:45;0,00256336;640,84
14.12.25 09:45;14.12.25 10:00;0,00320192;800,48
14.12.25 10:00;14.12.25 10:15;0,0038196;954,9
14.12.25 10:15;14.12.25 10:30;0,0043902;1.097,55
14.12.25 10:30;14.12.25 10:45;0,0049152;1.228,80
14.12.25 10:45;14.12.25 11:00;0,00541436;1.353,59
14.12.25 11:00;14.12.25 11:15;0,0058498;1.462,45
14.12.25 11:15;14.12.25 11:30;0,00622488;1.556,22
14.12.25 11:30;14.12.25 11:45;0,00651328;1.628,32
14.12.25 11:45;14.12.25 12:00;0,00672944;1.682,36
14.12.25 12:00;14.12.25 12:15;0,00686896;1.717,24
14.12.25 12:15;14.12.25 12:30;0,00692544;1.731,36
14.12.25 12:30;14.12.25 12:45;0,00688696;1.721,74
14.12.25 12:45;14.12.25 13:00;0,00673872;1.684,68
14.12.25 13:00;14.12.25 13:15;0,0065068;1.626,70
14.12.25 13:15;14.12.25 13:30;0,00618848;1.547,12
14.12.25 13:30;14.12.25 13:45;0,00578436;1.446,09
14.12.25 13:45;14.12.25 14:00;0,00528076;1.320,19
14.12.25 14:00;14.12.25 14:15;0,0047266;1.181,65
14.12.25 14:15;14.12.25 14:30;0,00411872;1.029,68
14.12.25 14:30;14.12.25 14:45;0,00346356;865,89
14.12.25 14:45;14.12.25 15:00;0,00277816;694,54
14.12.25 15:00;14.12.25 15:15;0,00211336;528,34
14.12.25 15:15;14.12.25 15:30;0,0014818;370,45
14.12.25 15:30;14.12.25 15:45;0,00092344;230,86
14.12.25 15:45;14.12.25 16:00;0,00048632;121,58
14.12.25 16:00;14.12.25 16:15;0,00022136;55,34
14.12.25 16:15;14.12.25 16:30;0,0000924;23,1
14.12.25 16:30;14.12.25 16:45;0,00004004;10,01
14.12.25 16:45;14.12.25 17:00;0,00000372;0,93
14.12.25 17:00;14.12.25 17:15;0;0
14.12.25 17:15;14.12.25 17:30;0;0
14.12.25 17:30;14.12.25 17:45;0;0
14.12.25 17:45;14.12.25 18:00;0;0
14.12.25 18:00;14.12.25 18:15;0;0
14.12.25 18:15;14.12.25 18:30;0;0
14.12.25 18:30;14.12.25 18:45;0;0
14.12.25 18:45;14.12.25 19:00;0;0
14.12.25 19:00;14.12.25 19:15;0;0
14.12.25 19:15;14.12.25 19:30;0;0
14.12.25 19:30;14.12.25 19:45;0;0
14.12.25 19:45;14.12.25 20:00;0;0
14.12.25 20:00;14.12.25 20:15;0;0
14.12.25 20:15;14.12.25 20:30;0;0
14.12.25 20:30;14.12.25 20:45;0;0
14.12.25 20:45;14.12.25 21:00;0;0
14.12.25 21:00;14.12.25 21:15;0;0
14.12.25 21:15;14.12.25 21:30;0;0
14.12.25 21:30;14.12.25 21:45;0;0
14.12.25 21:45;14.12.25 22:00;0;0
14.12.25 22:00;14.12.25 22:15;0;0
14.12.25 22:15;14.12.25 22:30;0;0
14.12.25 22:30;14.12.25 22:45;0;0
14.12.25 22:45;14.12.25 23:00;0;0
14.12.25 23:00;14.12.25 23:15;0;0
14.12.25 23:15;14.12.25 23:30;0;0
14.12.25 23:30;14.12.25 23:45;0;0
14.12.25 23:45;15.12.25 00:00;0;0
