Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
08.03.25 08:45;08.03.25 09:00;1.068,00;330,5;111,5;1.024,50;5.028,25;29,5;-;2.086,50;651,25;1.307,00;4,75;326,75
08.03.25 09:00;08.03.25 09:15;1.054,75;335,5;133;1.054,00;5.816,50;29,5;-;1.913,75;511;989,25;33,5;325
08.03.25 09:15;08.03.25 09:30;1.042,00;338,25;137,75;1.037,75;6.561,75;29,25;-;1.831,00;455;912,75;1,25;329
08.03.25 09:30;08.03.25 09:45;1.036,00;332,75;137;964,25;7.164,75;29,5;-;1.771,75;412,25;884,25;0;325,75
08.03.25 09:45;08.03.25 10:00;1.034,50;333,5;120,75;787,25;7.606,25;29,75;-;1.670,50;389,75;837;0;324,25
08.03.25 10:00;08.03.25 10:15;1.012,00;334,5;143;742,25;8.221,25;30;-;1.552,75;380;724,75;0;302,75
08.03.25 10:15;08.03.25 10:30;1.005,00;333,5;154,25;634;8.683,25;30,25;-;1.491,50;373,75;692,25;0,25;299,5
08.03.25 10:30;08.03.25 10:45;999,5;325;151,25;523,5;9.095,75;30,25;-;1.466,25;372,25;681;0;299,25
08.03.25 10:45;08.03.25 11:00;997,75;331,25;148,75;427,25;9.356,50;30,5;-;1.461,25;355,75;671,25;0;297,5
08.03.25 11:00;08.03.25 11:15;986,5;324,75;180;439,75;9.776,00;30,75;-;1.462,75;338,25;664,75;0;297,75
08.03.25 11:15;08.03.25 11:30;980;325,25;183,5;447,5;9.972,50;30,75;-;1.457,75;315,75;661,5;0;300,25
08.03.25 11:30;08.03.25 11:45;977,5;324,75;186,75;428,5;10.163,75;30,5;-;1.459,50;236;660,25;0;299,5
08.03.25 11:45;08.03.25 12:00;976,5;323,75;188,25;427,75;10.180,75;30,5;-;1.457,75;234,5;655;0;299,25
08.03.25 12:00;08.03.25 12:15;967,75;326,25;192,25;480,25;10.057,25;30,5;-;1.443,50;229,75;655,75;0,75;301,25
08.03.25 12:15;08.03.25 12:30;964,25;326,75;177,25;504,25;9.931,00;30,5;-;1.445,00;232,25;656,25;0,75;302,5
08.03.25 12:30;08.03.25 12:45;964;327,25;177,5;523,25;9.995,50;30,5;-;1.442,75;235,5;656,25;0,5;304,5
08.03.25 12:45;08.03.25 13:00;964,5;328,5;157;524;9.868,75;30,5;-;1.439,75;232,5;654,25;0,75;304,25
08.03.25 13:00;08.03.25 13:15;960,25;331,75;157;562;9.716,25;30;-;1.446,00;231,5;657,5;0;304,5
08.03.25 13:15;08.03.25 13:30;959,75;341,5;155,25;594;9.543,25;30;-;1.442,75;230,25;657,25;0,25;305,75
08.03.25 13:30;08.03.25 13:45;960,25;336,25;153;623,5;9.365,25;30;-;1.447,50;233,5;657,25;0,25;301,75
08.03.25 13:45;08.03.25 14:00;962;346,5;152,25;627;9.119,25;30;-;1.452,50;231,75;659,5;4,25;301,75
08.03.25 14:00;08.03.25 14:15;963,5;334,5;163,25;739,5;9.026,25;29,5;-;1.443,50;231,5;659,75;8,75;304,5
08.03.25 14:15;08.03.25 14:30;968;333,5;168,75;801,5;8.677,75;29,5;-;1.439,25;231,75;661;16,25;299,25
08.03.25 14:30;08.03.25 14:45;969,5;334,75;191,5;889,5;8.361,25;29;-;1.437,75;231,5;661;1,5;301
08.03.25 14:45;08.03.25 15:00;968,25;343;208,5;993;7.875,00;28,75;-;1.457,50;232;665;3;298,75
08.03.25 15:00;08.03.25 15:15;974,5;342;218,5;969,75;7.240,75;28,5;-;1.483,00;238;722;0;298,5
08.03.25 15:15;08.03.25 15:30;980,5;343,75;213;1.065,00;6.784,75;28,25;-;1.482,00;256,75;722,5;0;296
08.03.25 15:30;08.03.25 15:45;986,75;333;209,75;1.182,00;6.061,25;28;-;1.570,25;274,5;740,5;0,25;297,25
08.03.25 15:45;08.03.25 16:00;998,25;330,5;213,25;1.265,00;5.340,75;28;-;1.733,25;288;850,75;15,25;303,5
08.03.25 16:00;08.03.25 16:15;1.020,75;330,75;213,25;1.289,25;4.613,00;28,25;-;1.887,00;336;1.120,25;19,5;329,5
08.03.25 16:15;08.03.25 16:30;1.037,00;333,5;229,75;1.362,50;3.864,50;28,75;-;2.152,00;338,25;1.274,50;89,75;326,5
08.03.25 16:30;08.03.25 16:45;1.057,25;331;268,25;1.455,50;3.047,00;28,75;-;2.359,75;407,75;1.409,50;247;329,5
08.03.25 16:45;08.03.25 17:00;1.078,25;321,25;306,5;1.518,25;2.288,50;28,5;-;2.486,50;449,75;1.677,50;559,25;330,25
08.03.25 17:00;08.03.25 17:15;1.128,50;308,25;342,25;1.604,75;1.570,25;28,5;-;2.602,50;475,25;1.928,00;448,75;330,75
08.03.25 17:15;08.03.25 17:30;1.156,25;313,5;382;1.738,25;963,75;28,5;-;2.663,75;497,75;1.981,50;753;331,25
08.03.25 17:30;08.03.25 17:45;1.176,25;332,5;409,25;1.904,75;514;28,25;-;2.673,25;507;2.073,50;1.227,25;329,75
08.03.25 17:45;08.03.25 18:00;1.186,00;315,75;433;2.210,50;220,75;28,5;-;2.674,50;508,25;2.156,25;1.330,00;329,75
08.03.25 18:00;08.03.25 18:15;1.195,75;312,5;461,5;2.573,00;63;28,75;-;2.656,75;510,75;2.188,00;1.411,00;335,25
08.03.25 18:15;08.03.25 18:30;1.200,25;310,25;501,5;2.917,25;18;28,5;-;2.661,50;510,5;2.160,50;1.321,50;335,5
08.03.25 18:30;08.03.25 18:45;1.196,00;310;550,25;3.287,50;8,25;28,75;-;2.646,50;498;2.149,00;1.169,50;333,5
08.03.25 18:45;08.03.25 19:00;1.183,75;309,5;590,75;3.615,50;4,5;28,75;-;2.640,50;489,25;2.124,50;1.051,75;335
08.03.25 19:00;08.03.25 19:15;1.177,75;305,25;647,25;3.938,50;4,25;29;-;2.529,25;444,75;2.043,50;860,75;339,5
08.03.25 19:15;08.03.25 19:30;1.170,75;307,5;752,25;4.216,50;2,75;29;-;2.410,25;437,5;1.972,50;1.060,25;340,75
08.03.25 19:30;08.03.25 19:45;1.159,50;304;883,25;4.496,00;2,75;29;-;2.324,50;403,5;1.966,50;741,25;340,75
08.03.25 19:45;08.03.25 20:00;1.158,00;304,25;999,5;4.765,25;2,5;29;-;2.317,50;384;1.899,75;449,75;338,25
08.03.25 20:00;08.03.25 20:15;1.145,75;303,5;1.062,50;4.960,00;2;29;-;2.246,50;361,75;1.862,50;682,25;339
08.03.25 20:15;08.03.25 20:30;1.136,50;299,25;1.117,25;5.087,00;2;29,25;-;2.197,00;346,75;1.810,75;540,75;332,75
08.03.25 20:30;08.03.25 20:45;1.125,50;299,75;1.184,25;5.088,00;2;29,25;-;2.178,75;350,5;1.781,25;454,25;331,25
08.03.25 20:45;08.03.25 21:00;1.123,25;297,75;1.234,25;5.182,25;1,75;29,25;-;2.121,75;350,25;1.777,75;260,25;329,75
08.03.25 21:00;08.03.25 21:15;1.101,50;296,75;1.277,75;5.268,00;1,75;29,5;-;1.997,00;356,75;1.772,50;376,5;329,75
08.03.25 21:15;08.03.25 21:30;1.096,75;295,5;1.303,75;5.276,50;1,75;29,75;-;1.942,00;364,5;1.692,00;253,75;330,75
08.03.25 21:30;08.03.25 21:45;1.082,25;294,75;1.315,50;5.248,00;1,75;29,75;-;1.950,50;370;1.609,25;248;334,5
08.03.25 21:45;08.03.25 22:00;1.086,75;296;1.337,75;5.194,25;1,75;29,75;-;1.936,75;365,5;1.504,50;127,25;334,25
08.03.25 22:00;08.03.25 22:15;1.069,50;296,75;1.370,50;4.896,00;1,75;29,75;-;1.913,50;355,25;1.438,50;214,75;335,5
08.03.25 22:15;08.03.25 22:30;1.065,25;295,75;1.386,50;4.820,50;1,75;30;-;1.922,00;353;1.402,25;122;337
08.03.25 22:30;08.03.25 22:45;1.062,25;302,5;1.365,75;4.728,75;1,75;30;-;1.927,25;362,75;1.412,25;256,75;336,25
08.03.25 22:45;08.03.25 23:00;1.060,25;293,75;1.329,75;4.635,00;1,75;30;-;1.911,25;363,25;1.407,50;138,75;336,5
08.03.25 23:00;08.03.25 23:15;1.040,75;301;1.318,00;4.505,50;1,75;30;-;1.876,00;378,75;1.389,50;191;335,75
08.03.25 23:15;08.03.25 23:30;1.038,25;303;1.282,25;4.375,75;1,5;30;-;1.828,75;372;1.353,50;148;334,5
08.03.25 23:30;08.03.25 23:45;1.034,25;302,5;1.251,50;4.249,00;1,75;30;-;1.835,25;380,5;1.340,25;135;332,5
08.03.25 23:45;09.03.25 00:00;1.032,75;303;1.226,25;4.105,00;1,5;30,25;-;1.842,75;381;1.279,75;105;333,25
09.03.25 00:00;09.03.25 00:15;1.023,50;304,75;1.184,75;3.970,50;1,75;30;-;1.923,00;381,25;1.175,00;78,75;328,5
09.03.25 00:15;09.03.25 00:30;1.018,00;303;1.128,00;3.802,25;1,75;30,5;-;1.950,75;379,25;1.128,75;99,5;325,5
09.03.25 00:30;09.03.25 00:45;1.014,50;299;1.084,75;3.650,25;1,75;30,5;-;1.890,50;380,25;1.104,75;88,5;327,5
09.03.25 00:45;09.03.25 01:00;1.017,25;298,25;1.007,75;3.525,75;1,75;30,5;-;1.896,50;382;1.096,75;93,25;330,25
09.03.25 01:00;09.03.25 01:15;1.012,75;298,25;948,75;3.379,25;1,5;30,5;-;1.986,50;402,5;1.096,25;195;331,5
09.03.25 01:15;09.03.25 01:30;1.012,75;297,25;911;3.231,00;1,75;30,5;-;2.036,75;406,75;1.093,75;127,25;332,75
09.03.25 01:30;09.03.25 01:45;1.012,25;296,75;891,5;3.088,50;3,5;30,5;-;2.086,75;415,5;1.111,00;115,5;333,5
09.03.25 01:45;09.03.25 02:00;1.017,25;298,5;871,5;2.961,75;1,75;30,5;-;2.138,25;424;1.091,50;111,25;337,25
09.03.25 02:00;09.03.25 02:15;1.015,75;297,25;845,75;2.866,75;1,5;30,5;-;2.268,25;442,75;1.101,75;159,75;335,5
09.03.25 02:15;09.03.25 02:30;1.016,50;296,5;822,5;2.778,00;2,25;30,5;-;2.281,50;440,25;1.086,75;96,25;332,25
09.03.25 02:30;09.03.25 02:45;1.016,25;296;805,75;2.692,75;1,75;30,5;-;2.292,50;450,75;1.103,00;113,25;328
09.03.25 02:45;09.03.25 03:00;1.016,50;294,75;785,75;2.619,50;1,75;30,5;-;2.307,25;456,75;1.102,75;110,25;344
09.03.25 03:00;09.03.25 03:15;1.018,75;294,5;748;2.542,50;1,5;30,5;-;2.357,50;474,25;1.157,75;162,75;358,25
09.03.25 03:15;09.03.25 03:30;1.020,75;294;722,25;2.467,00;1,5;30,25;-;2.386,75;478;1.160,75;155;366,75
09.03.25 03:30;09.03.25 03:45;1.023,50;294,25;710,25;2.389,00;2,5;30,25;-;2.387,50;472;1.161,75;160,5;371
09.03.25 03:45;09.03.25 04:00;1.024,25;294;706,25;2.324,00;2;30,5;-;2.406,75;484;1.117,50;172,25;377,25
09.03.25 04:00;09.03.25 04:15;1.027,25;294;695,25;2.272,50;2,75;30,5;-;2.463,00;508;1.134,25;292,5;386,25
09.03.25 04:15;09.03.25 04:30;1.032,50;293,75;692;2.232,50;2,5;30,5;-;2.491,75;527,75;1.134,75;268,75;390,5
09.03.25 04:30;09.03.25 04:45;1.034,75;292,75;690,25;2.208,25;1,75;30,5;-;2.497,00;544,75;1.135,75;326,25;388,25
09.03.25 04:45;09.03.25 05:00;1.038,25;293,25;697,75;2.191,75;2,75;30,5;-;2.474,75;552,75;1.136,25;304,25;390,25
09.03.25 05:00;09.03.25 05:15;1.048,75;293,5;704,75;2.169,50;2,25;30,5;-;2.484,00;570,5;1.164,75;440;391,25
09.03.25 05:15;09.03.25 05:30;1.048,25;293;709,75;2.154,75;2,25;30,25;-;2.491,00;582,75;1.167,25;427,5;385,75
09.03.25 05:30;09.03.25 05:45;1.053,50;292;711,5;2.137,75;1,75;30,5;-;2.464,00;585,5;1.169,00;512,25;382,5
09.03.25 05:45;09.03.25 06:00;1.056,25;291,5;718,25;2.138,00;1,75;30;-;2.431,75;585,25;1.146,25;490,25;384,75
09.03.25 06:00;09.03.25 06:15;1.065,50;290,25;732,75;2.194,25;1,75;30;-;2.372,00;547,5;1.131,25;462,75;384
09.03.25 06:15;09.03.25 06:30;1.074,50;290;756,5;2.220,75;4,25;30;-;2.363,75;491,75;1.150,25;544,75;384,25
09.03.25 06:30;09.03.25 06:45;1.078,00;289;759,75;2.228,75;16;30;-;2.359,25;427,5;1.158,00;631,5;384
09.03.25 06:45;09.03.25 07:00;1.080,50;288,75;763,75;2.237,25;88,25;30;-;2.290,00;400;1.118,50;666,75;386
09.03.25 07:00;09.03.25 07:15;1.081,00;289,5;753,75;2.247,75;366,75;30;-;2.163,25;354,25;1.097,50;648;386,25
09.03.25 07:15;09.03.25 07:30;1.082,25;289,5;735,75;2.208,25;805,75;30;-;2.075,50;271,25;1.048,75;584,25;386,25
09.03.25 07:30;09.03.25 07:45;1.079,50;292,5;725,25;2.152,00;1.365,25;30;-;1.946,25;233,25;1.027,50;386,25;382,5
09.03.25 07:45;09.03.25 08:00;1.078,00;296,25;705,75;2.110,75;2.000,50;30;-;1.778,50;219,75;997,75;249,25;382,5
09.03.25 08:00;09.03.25 08:15;1.065,00;300,75;700,75;2.089,50;2.682,50;29,25;-;1.635,00;217;909;69,5;361,75
09.03.25 08:15;09.03.25 08:30;1.063,75;307;708,5;2.009,25;3.430,25;29,5;-;1.531,75;212;886,5;7,75;358,75
09.03.25 08:30;09.03.25 08:45;1.059,25;310,5;701,25;1.894,50;4.228,25;29,25;-;1.507,00;211,5;872,25;1;358,25
09.03.25 08:45;09.03.25 09:00;1.054,75;313,5;664,25;1.578,75;4.963,00;29,25;-;1.470,00;208,75;834,25;0;359,5
09.03.25 09:00;09.03.25 09:15;1.042,25;317;671,25;1.484,00;5.783,75;29;-;1.441,25;203;716;23,75;354,5
09.03.25 09:15;09.03.25 09:30;1.035,50;320;656;1.261,00;6.440,75;29;-;1.435,75;199,75;688;1;351
09.03.25 09:30;09.03.25 09:45;1.029,75;322,75;634;984;7.023,25;29;-;1.415,00;196;676;3,5;350,5
09.03.25 09:45;09.03.25 10:00;1.028,25;325;599;753,5;7.529,25;28,75;-;1.414,25;190,75;668,5;2,5;353,75
09.03.25 10:00;09.03.25 10:15;1.008,25;332;627,25;649,25;8.171,50;29;-;1.405,75;193,5;637;28,75;351,25
09.03.25 10:15;09.03.25 10:30;1.004,75;326,75;649;543,25;8.641,25;29,25;-;1.406,25;191;638;4;351
09.03.25 10:30;09.03.25 10:45;996,75;316,75;623,75;438;9.019,75;29,25;-;1.402,25;190,75;639,75;1,75;353,5
09.03.25 10:45;09.03.25 11:00;990,5;319;582,25;362,25;9.312,75;29,25;-;1.401,00;188,5;635;0;351,5
09.03.25 11:00;09.03.25 11:15;966,25;318,75;568,25;342;9.721,25;28,75;-;1.403,50;188;634,5;0;353,5
09.03.25 11:15;09.03.25 11:30;963,75;319,25;509;321;9.856,25;28,5;-;1.402,50;191,75;633,25;13;358,75
09.03.25 11:30;09.03.25 11:45;959;318;502;317,75;10.035,25;28,75;-;1.397,75;190;632,75;26;357,75
09.03.25 11:45;09.03.25 12:00;957,75;321,5;475,25;295,5;10.065,00;28,75;-;1.400,50;188,5;634,75;59,75;356
09.03.25 12:00;09.03.25 12:15;948,25;325;449,25;323,75;10.003,00;28,5;-;1.403,75;186;633,25;4,5;356,25
09.03.25 12:15;09.03.25 12:30;948,5;328,5;409,5;320,5;9.952,25;28,5;-;1.402,75;186;635;0,75;359,5
09.03.25 12:30;09.03.25 12:45;950,5;328,75;409,25;310;9.942,50;28,25;-;1.401,75;188;631,75;0;358,25
09.03.25 12:45;09.03.25 13:00;951;328;405;299,5;9.843,25;28,25;-;1.388,75;184,25;632;12,5;358,5
09.03.25 13:00;09.03.25 13:15;956;327,5;414,25;285;9.695,25;28,5;-;1.399,25;183;635,25;0,5;357,75
09.03.25 13:15;09.03.25 13:30;961,75;326,75;399,25;274,5;9.486,50;28,25;-;1.410,75;182,5;634,25;3,5;358,25
09.03.25 13:30;09.03.25 13:45;962;323,75;434;291,5;9.316,25;28,25;-;1.400,50;183,25;634,5;2;358,5
09.03.25 13:45;09.03.25 14:00;963,5;319;421,75;294,75;9.087,50;28,25;-;1.409,75;183;633,75;0;357,5
09.03.25 14:00;09.03.25 14:15;963,5;310;505,75;329,5;8.935,75;28;-;1.409,00;180,5;631,25;0;359
09.03.25 14:15;09.03.25 14:30;967,75;306,25;550,5;399,75;8.680,75;28;-;1.462,00;183,5;647,75;2,25;358,5
09.03.25 14:30;09.03.25 14:45;973,75;306,5;587,75;434,25;8.321,75;28,25;-;1.472,75;180;647;2,25;357,25
09.03.25 14:45;09.03.25 15:00;977,5;314,75;600,25;453;7.867,50;28,25;-;1.463,75;180,25;647,5;0,25;357,5
09.03.25 15:00;09.03.25 15:15;982,75;330,25;584,25;415,75;7.254,25;28,25;-;1.454,50;178,25;652;0,25;357,5
09.03.25 15:15;09.03.25 15:30;991,25;325;607,25;472;6.664,50;27,75;-;1.517,75;174,25;651,75;0;356,5
09.03.25 15:30;09.03.25 15:45;1.002,75;318,75;623;484,75;5.938,50;28;-;1.674,00;215,75;655;2,25;357,25
09.03.25 15:45;09.03.25 16:00;1.010,00;312,5;597,75;484,25;5.188,00;28;-;1.912,00;327,75;718,25;28,5;359,25
09.03.25 16:00;09.03.25 16:15;1.034,75;306;620;497;4.448,75;28;-;2.082,25;452,25;874;17,75;364,25
09.03.25 16:15;09.03.25 16:30;1.046,75;300,25;639,5;519,5;3.720,75;27,75;-;2.241,75;534,75;882;35,75;370,25
09.03.25 16:30;09.03.25 16:45;1.065,25;296;655;518,75;2.955,50;27,75;-;2.449,50;590,5;952,75;101,75;372,25
09.03.25 16:45;09.03.25 17:00;1.076,75;292;676,5;519,75;2.179,50;27,5;-;2.518,75;690,75;1.073,25;435,25;370,5
09.03.25 17:00;09.03.25 17:15;1.107,25;288,5;689,25;529,75;1.471,00;28;-;2.537,50;781;1.380,00;113,5;387,5
09.03.25 17:15;09.03.25 17:30;1.132,75;294,25;706,75;555,75;883,5;28,25;-;2.572,50;869,25;1.633,25;266;388,75
09.03.25 17:30;09.03.25 17:45;1.160,00;304,75;734,5;590,25;455,5;28,25;-;2.594,50;950;1.882,75;684,5;387,5
09.03.25 17:45;09.03.25 18:00;1.175,00;314;745,5;691,25;188,75;28,25;-;2.610,00;1.000,00;2.011,00;939,5;388,75
09.03.25 18:00;09.03.25 18:15;1.191,50;307,25;745,5;792,5;44,5;28,5;-;2.607,75;1.044,00;2.137,50;944;391,5
09.03.25 18:15;09.03.25 18:30;1.201,75;313;734,5;875,25;8,25;28,5;-;2.619,50;1.059,50;2.162,25;1.205,75;391,25
09.03.25 18:30;09.03.25 18:45;1.199,50;312,25;729,5;952,25;3,25;28,75;-;2.612,00;1.064,00;2.171,75;1.143,00;392,25
09.03.25 18:45;09.03.25 19:00;1.200,25;311;731,75;1.024,75;4;28,75;-;2.617,50;1.088,00;2.182,75;1.165,25;394,25
09.03.25 19:00;09.03.25 19:15;1.197,00;302,75;741,75;1.085,50;5,75;29;-;2.613,75;1.110,00;2.238,50;1.041,00;393,75
09.03.25 19:15;09.03.25 19:30;1.194,25;298,5;748;1.131,25;2,75;29;-;2.618,00;1.130,00;2.245,25;873,75;396,25
09.03.25 19:30;09.03.25 19:45;1.191,00;299,75;756;1.190,00;2,5;29,25;-;2.612,25;1.138,50;2.255,25;882,25;393,25
09.03.25 19:45;09.03.25 20:00;1.190,00;298,5;763,25;1.249,25;2,25;29,25;-;2.571,75;1.145,75;2.257,75;665;392,5
09.03.25 20:00;09.03.25 20:15;1.180,00;297;793,5;1.298,75;3,75;29,25;-;2.523,50;1.154,00;2.281,00;893,25;391,75
09.03.25 20:15;09.03.25 20:30;1.170,75;296;816,75;1.328,25;2;29,5;-;2.456,75;1.160,25;2.291,25;685,75;393,75
09.03.25 20:30;09.03.25 20:45;1.160,00;296;801,75;1.341,50;1,75;29,25;-;2.409,25;1.157,75;2.289,25;544,75;392,25
09.03.25 20:45;09.03.25 21:00;1.143,50;296,5;759,5;1.340,50;1,75;29,5;-;2.410,50;1.156,00;2.276,25;335,25;390
09.03.25 21:00;09.03.25 21:15;1.121,25;302,5;700,25;1.325,00;1,75;29,25;-;2.409,25;1.153,00;2.254,75;225,75;389,5
09.03.25 21:15;09.03.25 21:30;1.119,00;292,5;656,5;1.298,25;1,5;29,25;-;2.401,25;1.158,25;2.240,00;46,5;389,75
09.03.25 21:30;09.03.25 21:45;1.111,25;292;625,25;1.266,25;1,75;29,25;-;2.423,00;1.161,25;2.233,00;49,25;388,25
09.03.25 21:45;09.03.25 22:00;1.103,50;291,25;616,75;1.235,50;1,75;29,5;-;2.475,25;1.163,00;2.218,50;51,75;388
09.03.25 22:00;09.03.25 22:15;1.080,00;291,5;619,5;1.175,00;1,75;29,5;-;2.501,25;1.165,50;2.228,00;104;387,5
09.03.25 22:15;09.03.25 22:30;1.076,75;291,5;598,5;1.124,75;1,5;29,5;-;2.493,25;1.166,50;2.197,75;94;389
09.03.25 22:30;09.03.25 22:45;1.073,75;290,75;571,5;1.063,75;1,5;29,5;-;2.500,00;1.162,50;2.170,75;104,75;392
09.03.25 22:45;09.03.25 23:00;1.069,00;290;555,25;1.012,50;1,5;29,5;-;2.501,50;1.155,25;2.153,00;90,25;387
09.03.25 23:00;09.03.25 23:15;1.048,75;293,5;538,75;949;1,5;29,75;-;2.516,50;1.149,00;2.158,75;84,25;386
09.03.25 23:15;09.03.25 23:30;1.044,25;292,5;524;877;2,25;29,5;-;2.523,50;1.146,75;2.126,25;31,75;387,75
09.03.25 23:30;09.03.25 23:45;1.042,25;290,25;500,25;806,75;1,5;29,75;-;2.525,75;1.132,00;2.105,50;12,5;385,75
09.03.25 23:45;10.03.25 00:00;1.038,50;291,5;485;742,25;1,5;29,75;-;2.516,50;1.115,00;2.064,00;36;384
10.03.25 00:00;10.03.25 00:15;1.012,25;291,25;481,5;678,25;1,5;29,75;-;2.511,50;1.107,50;2.060,75;20,5;384,5
10.03.25 00:15;10.03.25 00:30;1.004,00;289,5;457,5;634,75;1,5;29,75;-;2.511,75;1.095,25;2.006,00;52,25;385
10.03.25 00:30;10.03.25 00:45;1.001,25;287,75;428,25;591,5;1,5;29,75;-;2.509,50;1.086,75;1.983,75;18,5;384,5
10.03.25 00:45;10.03.25 01:00;996;286,25;387;548,5;1,5;29,75;-;2.493,75;1.071,00;1.930,75;20,25;386,25
10.03.25 01:00;10.03.25 01:15;993,5;286,25;356;515,5;2,25;29,75;-;2.500,25;1.056,25;1.976,00;22,5;385,75
10.03.25 01:15;10.03.25 01:30;991,25;284,75;329;502,75;1,5;29,75;-;2.490,00;1.039,00;1.972,75;6,5;383,75
10.03.25 01:30;10.03.25 01:45;991;285,25;290;483,75;1,5;29,75;-;2.491,50;1.026,50;1.978,50;6,25;385,25
10.03.25 01:45;10.03.25 02:00;990,75;286;259,25;471;1,5;29,75;-;2.489,75;1.024,00;1.918,25;4,75;388,75
10.03.25 02:00;10.03.25 02:15;990,25;286,25;242,5;460,5;1,5;29,75;-;2.507,50;1.027,25;1.917,75;3,5;390,5
10.03.25 02:15;10.03.25 02:30;989,75;283,75;224,25;452,75;1,5;29,75;-;2.506,00;1.030,25;1.919,75;0,5;389,5
10.03.25 02:30;10.03.25 02:45;989,5;285,5;211,25;445,5;1,5;30;-;2.507,75;1.028,75;1.928,50;0,25;384
10.03.25 02:45;10.03.25 03:00;986,5;282;199,5;441,75;1,5;29,75;-;2.507,50;1.028,50;1.925,25;0,25;385
10.03.25 03:00;10.03.25 03:15;989,75;282,75;185,5;439,25;1,75;29,75;-;2.519,00;1.035,50;2.053,25;2;386
10.03.25 03:15;10.03.25 03:30;991,5;283;165,25;439,75;1,75;29,75;-;2.510,75;1.035,00;2.054,00;0,75;383,5
10.03.25 03:30;10.03.25 03:45;992;283,5;154,25;451;2,25;29,75;-;2.495,75;1.038,25;2.071,50;8,25;382,5
10.03.25 03:45;10.03.25 04:00;994,25;283,75;141,25;462,25;1,75;29,75;-;2.461,50;1.035,00;2.085,50;14;384
10.03.25 04:00;10.03.25 04:15;1.005,00;282,75;129,5;475,75;1,75;29,75;-;2.456,00;1.036,25;2.159,50;0,5;383,5
10.03.25 04:15;10.03.25 04:30;1.009,75;283;128,25;484;1,5;30;-;2.466,25;1.039,25;2.205,50;3,5;383,75
10.03.25 04:30;10.03.25 04:45;1.010,25;278;129,75;496,5;1,5;30;-;2.471,50;1.065,50;2.266,25;14,5;382
10.03.25 04:45;10.03.25 05:00;1.015,00;278;126,25;510,5;1,5;30;-;2.469,00;1.090,50;2.304,75;29,25;379,25
10.03.25 05:00;10.03.25 05:15;1.039,50;280;120;518,5;1,5;30;-;2.470,25;1.115,25;2.454,50;4;375,75
10.03.25 05:15;10.03.25 05:30;1.055,00;281,5;113,25;528,25;1,5;30,25;-;2.472,50;1.123,00;2.506,75;30,25;369
10.03.25 05:30;10.03.25 05:45;1.070,25;283;104,25;520;1,5;29,75;-;2.472,75;1.133,25;2.574,00;128;369,5
10.03.25 05:45;10.03.25 06:00;1.084,50;284,75;91,5;517,25;1,75;29;-;2.468,00;1.133,00;2.662,00;317;373
10.03.25 06:00;10.03.25 06:15;1.105,75;287,25;91,75;522,75;2,25;28,75;-;2.457,50;1.143,25;2.845,50;446,75;378
10.03.25 06:15;10.03.25 06:30;1.120,75;285,75;99,5;526;4,75;28,5;-;2.459,75;1.145,25;2.957,75;760,75;387,5
10.03.25 06:30;10.03.25 06:45;1.136,25;285;108,25;546,75;16,25;28,5;-;2.440,25;1.143,25;3.060,25;981,75;407,5
10.03.25 06:45;10.03.25 07:00;1.149,00;286,5;114,25;562,25;96,75;28,25;-;2.429,25;1.144,00;3.074,50;1.140,75;421,75
10.03.25 07:00;10.03.25 07:15;1.163,00;287,75;117,75;567,25;344,5;28;-;2.382,75;1.160,25;3.128,00;1.433,50;410,5
10.03.25 07:15;10.03.25 07:30;1.159,75;291,5;128,5;560,5;712,75;28;-;2.389,75;1.161,25;3.111,25;1.422,00;395,25
10.03.25 07:30;10.03.25 07:45;1.159,50;294,5;143;539,5;1.129,50;28;-;2.381,00;1.161,75;3.111,00;1.223,50;378,5
10.03.25 07:45;10.03.25 08:00;1.157,75;300,25;142,5;513,25;1.560,50;28;-;2.332,50;1.163,50;3.134,00;1.029,50;379
10.03.25 08:00;10.03.25 08:15;1.153,75;297,25;129;503,75;2.075,75;27,5;-;2.129,00;1.145,25;3.111,75;1.214,75;386
10.03.25 08:15;10.03.25 08:30;1.150,25;292,5;131,75;493,25;2.634,25;27,5;-;2.006,00;1.126,00;3.101,50;932;383
10.03.25 08:30;10.03.25 08:45;1.136,75;289,75;132,75;477,25;3.193,75;27,5;-;1.997,75;1.122,25;3.095,50;629,75;383,25
10.03.25 08:45;10.03.25 09:00;1.128,25;291;138,75;469,5;3.746,25;27,5;-;1.968,00;1.129,25;2.981,00;323;384,75
10.03.25 09:00;10.03.25 09:15;1.094,00;292;182,25;448,5;4.295,25;27,5;-;1.957,75;1.120,75;2.811,50;630,5;384,5
10.03.25 09:15;10.03.25 09:30;1.078,50;296;152,75;408,25;4.834,25;27,25;-;1.959,50;1.115,00;2.642,00;251,5;384,5
