Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
01.12.2025 00:00;01.12.2025 00:15;90,91;77,93;90,43;61,94;23,77;91,42;90,03;64,53;109,33;98,03;23,42;105,34;99,03;-;105,34;105,32;104,25
01.12.2025 00:15;01.12.2025 00:30;90,44;77,19;90,00;62,90;20,76;90,93;89,62;64,81;107,71;98,53;20,48;105,34;98,05;-;103,95;103,95;102,94
01.12.2025 00:30;01.12.2025 00:45;86,29;74,46;84,35;63,29;17,67;80,00;84,69;65,17;102,68;104,88;17,45;105,34;93,54;-;99,28;99,28;98,18
01.12.2025 00:45;01.12.2025 01:00;84,34;73,69;78,33;63,86;14,62;60,07;80,53;65,71;100,95;135,00;14,46;105,34;91,75;-;97,95;97,95;96,45
01.12.2025 01:00;01.12.2025 01:15;90,79;77,02;88,96;61,35;21,94;81,53;89,50;63,28;104,81;104,74;21,55;101,60;108,00;-;104,81;103,91;103,99
01.12.2025 01:15;01.12.2025 01:30;85,05;74,89;83,02;61,51;19,25;75,39;83,53;63,40;102,80;110,35;18,92;101,60;104,03;-;102,80;101,12;100,98
01.12.2025 01:30;01.12.2025 01:45;85,46;72,22;80,28;62,39;15,95;65,15;81,94;64,25;104,07;109,32;15,69;101,60;93,75;-;101,95;100,53;99,00
01.12.2025 01:45;01.12.2025 02:00;82,79;70,93;77,38;61,95;14,30;61,31;79,17;63,79;100,40;115,63;14,05;101,60;90,64;-;100,40;97,11;95,62
01.12.2025 02:00;01.12.2025 02:15;85,03;74,20;81,77;58,57;23,00;70,34;82,96;60,48;101,95;114,74;22,51;99,00;100,87;-;101,95;100,08;99,61
01.12.2025 02:15;01.12.2025 02:30;81,35;71,22;76,42;59,13;20,90;62,16;78,16;61,03;102,14;113,50;20,46;99,00;90,57;-;102,14;98,09;96,47
01.12.2025 02:30;01.12.2025 02:45;78,91;71,14;76,36;59,79;17,24;71,00;76,73;61,64;103,85;110,12;16,88;99,00;89,92;-;101,95;98,63;97,00
01.12.2025 02:45;01.12.2025 03:00;80,07;68,45;72,75;64,91;16,31;50,02;75,73;61,84;100,40;106,96;15,96;99,00;89,12;-;100,40;96,72;94,89
01.12.2025 03:00;01.12.2025 03:15;86,29;70,65;86,08;50,82;25,26;67,06;73,62;57,75;89,52;114,44;24,53;100,07;87,96;-;101,00;89,55;88,75
01.12.2025 03:15;01.12.2025 03:30;85,02;70,54;83,02;55,70;25,77;54,33;68,45;57,71;93,68;123,02;25,02;100,07;89,17;-;98,30;92,87;91,47
01.12.2025 03:30;01.12.2025 03:45;82,80;69,70;79,50;56,69;25,03;51,55;68,16;58,68;98,30;114,40;24,36;100,07;89,93;-;98,30;95,96;94,19
01.12.2025 03:45;01.12.2025 04:00;86,45;67,85;83,97;55,73;27,06;39,02;59,51;57,74;98,30;106,38;26,33;100,07;92,20;-;98,30;97,42;95,31
01.12.2025 04:00;01.12.2025 04:15;80,08;70,79;77,93;58,80;13,65;56,43;67,14;60,56;100,10;141,27;13,44;100,20;89,16;-;100,10;96,60;94,74
01.12.2025 04:15;01.12.2025 04:30;81,32;68,85;78,31;58,20;16,94;44,88;61,95;59,99;102,22;127,11;16,65;100,20;90,93;-;100,10;99,00;96,72
01.12.2025 04:30;01.12.2025 04:45;76,83;64,74;70,65;56,76;22,69;35,15;60,48;58,62;106,58;88,50;22,26;100,20;90,27;-;101,44;101,44;98,62
01.12.2025 04:45;01.12.2025 05:00;82,80;67,99;82,33;57,10;24,46;53,13;60,87;59,00;103,45;91,04;23,98;100,20;92,34;-;100,20;100,20;98,02
01.12.2025 05:00;01.12.2025 05:15;81,36;66,78;79,85;54,04;32,84;43,95;57,84;56,27;96,77;87,12;31,80;106,02;88,12;-;96,77;93,98;91,99
01.12.2025 05:15;01.12.2025 05:30;79,44;71,87;81,18;55,33;36,98;66,07;59,17;57,52;109,77;90,36;36,07;106,02;92,06;-;101,95;101,95;99,79
01.12.2025 05:30;01.12.2025 05:45;90,90;73,19;89,44;56,75;38,94;41,67;60,67;58,97;106,02;107,94;38,05;106,02;100,65;-;106,02;106,02;105,63
01.12.2025 05:45;01.12.2025 06:00;103,28;82,60;106,55;58,73;41,74;58,00;62,32;60,99;121,45;134,12;40,88;106,02;117,75;-;115,89;123,25;124,77
01.12.2025 06:00;01.12.2025 06:15;77,90;80,28;80,00;60,44;51,96;77,69;65,13;62,91;121,49;104,89;35,89;124,22;98,42;-;110,74;110,74;110,78
01.12.2025 06:15;01.12.2025 06:30;81,33;90,57;85,91;64,49;64,48;71,34;66,46;64,59;119,84;176,59;40,58;124,22;117,80;-;119,84;124,44;136,11
01.12.2025 06:30;01.12.2025 06:45;92,36;99,75;99,78;61,77;61,76;75,01;67,26;65,35;138,66;221,05;42,38;124,22;139,99;-;122,46;147,16;163,39
01.12.2025 06:45;01.12.2025 07:00;102,91;103,35;111,60;59,68;59,67;79,12;71,46;69,40;140,27;229,15;44,95;124,22;147,34;-;124,23;151,88;168,40
01.12.2025 07:00;01.12.2025 07:15;119,01;100,79;90,48;73,45;73,44;84,36;73,45;71,33;137,81;182,45;46,60;135,00;140,36;-;122,78;140,23;152,00
01.12.2025 07:15;01.12.2025 07:30;119,06;104,12;96,36;77,94;77,93;92,97;77,94;72,71;135,00;189,55;47,56;135,00;142,38;-;132,50;141,23;154,34
01.12.2025 07:30;01.12.2025 07:45;130,98;108,32;110,73;88,13;88,12;109,00;90,59;73,41;136,50;165,75;52,41;135,00;141,91;-;136,50;139,90;147,21
01.12.2025 07:45;01.12.2025 08:00;142,39;115,79;124,60;75,57;75,57;119,74;116,39;73,76;150,59;187,39;57,97;135,00;157,08;-;152,76;155,05;164,05
01.12.2025 08:00;01.12.2025 08:15;170,36;120,19;125,90;78,84;78,84;125,01;80,10;76,66;196,52;173,34;71,74;142,40;172,71;-;139,42;180,26;179,36
01.12.2025 08:15;01.12.2025 08:30;146,72;119,06;123,33;78,95;78,95;120,47;104,44;76,77;160,93;190,26;71,84;142,40;161,34;-;143,50;161,81;169,73
01.12.2025 08:30;01.12.2025 08:45;122,86;114,37;106,66;79,11;79,10;100,37;106,70;76,92;154,96;191,95;71,97;142,40;147,89;-;153,35;153,35;163,49
01.12.2025 08:45;01.12.2025 09:00;117,39;109,33;90,65;79,18;79,18;74,18;106,70;76,99;148,99;188,96;72,04;142,40;143,32;-;146,56;146,56;158,43
01.12.2025 09:00;01.12.2025 09:15;117,00;121,12;118,72;82,27;82,27;118,04;119,50;79,94;144,59;218,41;77,21;139,49;151,83;-;153,71;153,71;170,01
01.12.2025 09:15;01.12.2025 09:30;112,59;116,25;105,23;82,23;82,23;100,10;112,31;79,90;142,92;210,51;77,19;139,49;146,68;-;144,86;149,00;164,84
01.12.2025 09:30;01.12.2025 09:45;104,50;111,06;93,18;81,91;81,91;87,92;96,96;79,60;139,06;205,01;76,84;139,49;139,76;-;139,42;143,37;159,27
01.12.2025 09:45;01.12.2025 10:00;86,29;104,56;78,27;81,58;81,58;74,78;81,91;79,31;134,90;195,56;76,87;139,49;125,88;-;134,90;134,90;150,12
01.12.2025 10:00;01.12.2025 10:15;97,71;108,22;94,57;82,37;82,37;88,00;94,57;79,97;154,17;172,72;78,91;134,43;128,36;-;143,00;143,00;150,07
01.12.2025 10:15;01.12.2025 10:30;95,05;105,58;91,19;82,22;82,22;79,01;86,81;79,86;154,95;166,78;78,68;134,43;125,18;-;140,95;140,95;147,16
01.12.2025 10:30;01.12.2025 10:45;95,02;103,07;84,29;82,12;82,12;70,14;82,12;79,49;156,03;160,83;79,05;134,43;123,16;-;139,42;139,42;144,72
01.12.2025 10:45;01.12.2025 11:00;87,15;100,58;78,76;79,71;79,71;63,32;79,71;77,16;150,66;166,16;76,77;134,43;119,96;-;135,87;135,87;143,44
01.12.2025 11:00;01.12.2025 11:15;90,58;100,89;90,56;80,52;80,52;70,00;81,91;78,69;149,00;151,35;78,05;131,53;117,62;-;136,43;136,43;138,82
01.12.2025 11:15;01.12.2025 11:30;86,30;99,89;85,97;79,39;79,39;67,90;79,64;77,10;148,97;155,91;76,39;131,53;116,61;-;136,25;136,25;139,85
01.12.2025 11:30;01.12.2025 11:45;83,32;100,61;82,60;79,05;79,05;67,90;79,30;76,77;151,56;164,64;76,31;131,53;117,95;-;138,66;138,66;143,89
01.12.2025 11:45;01.12.2025 12:00;83,64;99,81;83,06;78,39;78,39;67,00;78,63;76,12;150,40;161,34;76,12;131,53;116,97;-;137,46;137,46;142,14
01.12.2025 12:00;01.12.2025 12:15;86,29;102,05;89,93;76,93;76,93;71,82;77,17;74,70;132,97;192,01;74,70;129,10;126,30;-;132,82;135,69;149,22
01.12.2025 12:15;01.12.2025 12:30;81,40;101,54;83,93;76,81;76,81;70,50;77,05;74,59;132,43;196,44;74,59;129,10;124,72;-;129,38;134,94;149,81
01.12.2025 12:30;01.12.2025 12:45;84,90;103,65;89,04;76,73;76,73;70,50;76,97;74,50;130,00;210,81;74,50;129,10;131,26;-;130,00;138,03;155,92
01.12.2025 12:45;01.12.2025 13:00;87,48;105,86;93,04;76,77;76,77;70,37;76,77;74,54;128,52;226,33;74,54;129,10;137,72;-;127,80;141,59;162,67
01.12.2025 13:00;01.12.2025 13:15;86,19;101,68;80,28;78,21;78,21;69,72;78,69;75,94;142,91;184,25;75,94;130,10;124,26;-;130,10;136,13;148,23
01.12.2025 13:15;01.12.2025 13:30;86,98;106,50;80,48;78,48;78,48;69,72;81,73;76,20;142,92;220,81;76,20;130,10;136,36;-;135,87;144,23;163,87
01.12.2025 13:30;01.12.2025 13:45;89,91;107,95;78,63;78,97;78,97;69,00;89,13;76,68;142,92;226,69;76,68;130,10;139,69;-;140,00;145,87;166,80
01.12.2025 13:45;01.12.2025 14:00;97,20;107,51;82,17;79,65;79,65;69,85;95,03;77,03;142,92;210,50;77,03;130,10;138,65;-;140,00;143,68;161,29
01.12.2025 14:00;01.12.2025 14:15;98,21;104,47;93,33;76,77;76,77;69,72;80,00;74,85;135,00;196,94;74,85;136,70;134,21;-;136,70;136,70;152,58
01.12.2025 14:15;01.12.2025 14:30;106,89;111,62;93,53;77,00;77,00;69,72;94,68;75,08;140,43;236,56;75,08;136,70;152,00;-;143,77;149,52;172,71
01.12.2025 14:30;01.12.2025 14:45;114,77;116,88;95,72;77,94;77,94;69,98;104,22;75,99;148,92;258,10;75,99;136,70;164,15;-;153,09;159,99;186,30
01.12.2025 14:45;01.12.2025 15:00;109,00;122,34;102,22;80,30;80,30;70,11;95,10;77,98;155,59;295,82;77,98;136,70;173,64;-;162,24;170,70;203,54
01.12.2025 15:00;01.12.2025 15:15;117,43;115,02;105,76;76,40;76,40;70,37;77,28;74,81;148,94;258,02;74,81;135,93;166,55;-;141,36;162,41;187,94
01.12.2025 15:15;01.12.2025 15:30;122,89;120,06;109,14;78,80;78,80;70,50;80,00;76,83;157,71;278,81;76,83;135,93;177,30;-;165,00;172,67;201,02
01.12.2025 15:30;01.12.2025 15:45;126,75;128,06;107,75;79,65;79,65;72,63;95,23;77,66;169,74;319,48;77,66;135,93;193,30;-;168,10;188,86;223,35
01.12.2025 15:45;01.12.2025 16:00;114,22;132,84;97,42;80,38;80,38;80,00;110,09;78,37;169,59;354,40;78,37;135,93;196,26;-;165,54;194,82;235,72
01.12.2025 16:00;01.12.2025 16:15;118,92;131,55;107,06;80,09;80,09;70,35;80,67;78,09;174,09;357,22;78,09;139,74;201,51;-;141,31;198,46;238,73
01.12.2025 16:15;01.12.2025 16:30;119,94;136,24;112,39;81,55;81,55;82,06;88,19;79,51;178,69;369,21;79,51;139,74;206,21;-;143,00;204,67;245,92
01.12.2025 16:30;01.12.2025 16:45;112,45;140,89;111,36;81,58;81,58;90,20;96,64;79,54;180,94;397,97;79,54;139,74;210,70;-;145,00;211,65;257,55
01.12.2025 16:45;01.12.2025 17:00;100,55;145,14;102,45;81,89;81,89;100,00;107,70;79,84;180,87;429,30;79,84;139,74;213,05;-;165,54;217,35;268,59
01.12.2025 17:00;01.12.2025 17:15;89,91;128,85;89,78;82,08;82,08;87,44;95,04;79,70;155,34;351,96;79,70;138,80;175,46;-;165,54;179,31;219,18
01.12.2025 17:15;01.12.2025 17:30;97,82;131,47;96,11;81,80;81,80;92,76;102,41;79,43;160,98;351,96;79,43;138,80;180,74;-;165,54;184,15;223,00
01.12.2025 17:30;01.12.2025 17:45;100,56;130,91;100,84;80,51;80,51;98,98;105,33;78,50;160,24;339,27;78,50;138,80;178,51;-;160,25;182,10;218,37
01.12.2025 17:45;01.12.2025 18:00;89,36;125,53;97,01;79,62;79,62;100,30;95,78;77,31;148,67;321,15;77,31;138,80;165,29;-;148,67;170,29;204,64
01.12.2025 18:00;01.12.2025 18:15;86,91;131,04;89,01;76,36;76,36;89,01;91,23;74,77;167,40;382,32;74,77;135,03;185,14;-;167,40;193,42;240,98
01.12.2025 18:15;01.12.2025 18:30;89,70;134,28;93,26;76,21;76,21;94,33;93,26;74,30;168,78;400,09;74,30;135,03;191,29;-;168,78;198,23;248,40
01.12.2025 18:30;01.12.2025 18:45;91,08;128,78;98,83;74,73;73,90;104,35;91,45;73,74;159,46;354,32;73,74;135,03;177,00;-;159,46;185,73;231,23
01.12.2025 18:45;01.12.2025 19:00;88,28;127,23;96,33;73,28;73,28;101,43;90,52;73,28;156,91;351,96;73,28;135,03;174,26;-;153,05;183,56;230,36
01.12.2025 19:00;01.12.2025 19:15;95,08;132,26;103,07;72,58;72,58;108,83;95,08;73,04;165,54;370,00;72,56;136,92;184,63;-;165,54;192,22;236,33
01.12.2025 19:15;01.12.2025 19:30;85,38;122,54;92,60;71,30;71,30;97,79;85,38;72,57;148,99;333,58;71,24;136,92;166,23;-;144,79;173,08;212,90
01.12.2025 19:30;01.12.2025 19:45;85,91;122,01;93,06;69,83;69,83;98,21;85,91;71,79;148,95;331,86;69,73;136,92;166,03;-;140,00;172,82;212,28
01.12.2025 19:45;01.12.2025 20:00;80,70;116,38;87,39;68,63;68,62;92,21;80,70;70,90;139,69;310,88;68,51;136,92;155,68;-;139,00;162,03;198,96
01.12.2025 20:00;01.12.2025 20:15;91,99;122,04;96,32;70,95;70,95;98,33;94,96;70,95;150,31;320,82;70,95;130,86;167,03;-;167,40;171,68;206,00
01.12.2025 20:15;01.12.2025 20:30;84,07;114,92;88,37;69,86;69,86;90,91;86,59;70,32;142,95;290,81;69,84;130,86;153,74;-;144,29;160,09;190,32
01.12.2025 20:30;01.12.2025 20:45;75,91;106,56;78,86;67,02;65,29;79,96;79,90;68,88;132,96;263,39;64,79;130,86;140,28;-;134,97;147,02;174,14
01.12.2025 20:45;01.12.2025 21:00;77,23;97,63;79,30;61,70;61,21;80,01;80,10;67,70;117,52;211,55;60,83;130,86;123,17;-;127,80;127,80;147,30
01.12.2025 21:00;01.12.2025 21:15;86,86;108,93;90,87;66,19;62,97;93,35;90,03;68,32;148,92;245,82;62,12;123,81;145,84;-;156,31;156,31;177,51
01.12.2025 21:15;01.12.2025 21:30;80,98;100,29;84,16;65,46;60,87;86,84;83,33;67,60;134,99;207,17;59,69;123,81;129,25;-;139,12;139,12;155,42
01.12.2025 21:30;01.12.2025 21:45;69,87;90,90;71,08;64,37;57,91;74,03;70,28;66,54;134,91;166,60;56,28;123,81;114,13;-;129,46;129,46;139,27
01.12.2025 21:45;01.12.2025 22:00;66,09;80,34;64,82;61,95;52,44;67,22;64,37;64,14;127,59;111,01;50,09;123,81;96,26;-;120,82;113,63;114,65
01.12.2025 22:00;01.12.2025 22:15;84,08;94,41;85,62;63,62;55,46;87,81;84,94;65,82;131,00;173,16;53,42;115,67;121,98;-;131,00;132,49;142,90
01.12.2025 22:15;01.12.2025 22:30;72,56;88,69;74,91;62,48;51,71;78,17;73,30;64,73;127,00;164,81;49,06;115,67;113,80;-;127,00;127,00;136,92
01.12.2025 22:30;01.12.2025 22:45;79,69;87,38;81,01;61,17;47,40;83,80;79,67;63,47;127,27;145,54;44,02;115,67;112,14;-;124,82;124,82;130,76
01.12.2025 22:45;01.12.2025 23:00;69,39;78,33;69,00;59,89;46,25;71,97;67,68;62,85;122,75;105,95;42,89;115,67;96,72;-;122,75;113,83;113,60
01.12.2025 23:00;01.12.2025 23:15;82,47;85,82;83,60;61,20;46,46;85,99;82,73;62,82;117,82;142,21;42,82;109,00;109,35;-;117,82;117,82;124,27
01.12.2025 23:15;01.12.2025 23:30;70,76;79,23;70,64;59,48;45,21;73,84;69,57;61,74;120,21;120,23;41,66;109,00;100,00;-;114,54;114,54;117,24
01.12.2025 23:30;01.12.2025 23:45;71,18;76,57;70,14;58,93;44,66;73,16;69,17;61,17;119,34;100,58;41,10;109,00;95,05;-;110,70;110,70;109,85
01.12.2025 23:45;02.12.2025 00:00;62,80;72,27;62,68;57,81;43,43;65,27;61,65;60,02;108,63;99,08;39,85;109,00;87,54;-;108,63;101,79;102,52
02.12.2025 00:00;02.12.2025 00:15;74,08;82,09;77,43;51,20;42,84;80,92;75,68;60,00;114,69;108,99;40,43;105,90;144,94;-;114,69;114,69;117,46
02.12.2025 00:15;02.12.2025 00:30;69,92;76,80;69,00;56,38;41,56;71,01;67,98;58,50;118,78;115,10;37,87;105,90;102,67;-;110,00;110,00;107,98
02.12.2025 00:30;02.12.2025 00:45;63,16;72,40;59,98;55,73;39,17;53,08;59,86;57,87;116,77;114,41;35,06;105,90;98,57;-;107,33;107,33;104,81
02.12.2025 00:45;02.12.2025 01:00;55,95;67,82;51,81;52,58;35,22;31,54;52,89;54,65;98,50;115,47;30,91;105,90;116,54;-;98,50;96,94;97,81
02.12.2025 01:00;02.12.2025 01:15;65,41;76,56;66,43;54,43;40,84;61,06;65,73;57,88;104,55;115,99;37,31;105,91;132,01;-;104,55;104,55;106,97
02.12.2025 01:15;02.12.2025 01:30;58,49;73,80;60,67;49,50;36,80;58,68;59,43;56,74;102,45;114,41;33,07;105,91;134,14;-;102,47;102,47;105,39
02.12.2025 01:30;02.12.2025 01:45;56,59;72,66;59,13;52,85;35,34;58,78;57,73;54,91;99,80;112,74;31,00;105,91;131,12;-;99,80;99,80;102,73
02.12.2025 01:45;02.12.2025 02:00;54,79;69,73;54,39;51,15;33,32;48,00;53,69;53,16;109,38;106,37;28,90;105,91;122,77;-;109,38;105,14;106,00
02.12.2025 02:00;02.12.2025 02:15;55,08;73,44;58,27;48,66;35,17;55,19;56,85;53,44;100,65;115,54;31,51;105,62;146,94;-;103,38;102,93;107,34
02.12.2025 02:15;02.12.2025 02:30;54,24;68,91;54,18;49,48;33,37;56,23;52,89;52,62;108,00;114,41;29,24;105,62;102,00;-;108,00;100,31;99,44
02.12.2025 02:30;02.12.2025 02:45;54,69;69,11;54,92;47,10;32,12;52,85;53,91;52,33;105,16;114,41;28,05;105,62;113,78;-;105,16;100,46;101,00
02.12.2025 02:45;02.12.2025 03:00;55,73;65,62;52,32;46,70;30,54;40,10;52,69;51,16;102,50;113,94;26,26;105,62;100,00;-;102,50;96,69;95,83
02.12.2025 03:00;02.12.2025 03:15;55,16;66,50;52,26;48,68;33,39;45,31;52,10;50,52;108,00;114,41;29,60;104,30;92,92;-;108,00;99,17;97,15
02.12.2025 03:15;02.12.2025 03:30;53,71;65,73;51,62;48,02;30,98;44,08;51,42;49,88;102,36;114,41;26,76;104,30;99,23;-;102,36;96,09;95,29
02.12.2025 03:30;02.12.2025 03:45;54,16;63,87;49,86;44,21;29,10;34,81;50,54;49,03;102,31;114,41;25,02;104,30;99,00;-;102,31;96,29;95,28
02.12.2025 03:45;02.12.2025 04:00;51,90;64,09;49,55;40,97;27,25;39,95;49,46;48,08;103,59;114,41;23,26;104,30;104,16;-;103,59;97,63;97,14
02.12.2025 04:00;02.12.2025 04:15;48,96;62,79;45,99;46,15;30,01;34,70;46,15;48,18;99,31;114,41;26,00;104,30;95,52;-;99,31;94,53;95,63
02.12.2025 04:15;02.12.2025 04:30;49,78;63,26;46,75;46,44;29,05;34,24;47,00;48,25;99,70;114,41;24,74;104,30;101,00;-;98,50;95,12;95,80
02.12.2025 04:30;02.12.2025 04:45;51,02;66,09;49,81;47,15;29,51;46,68;48,99;49,37;108,00;115,42;25,10;104,30;102,65;-;108,00;100,19;99,25
02.12.2025 04:45;02.12.2025 05:00;52,11;71,27;55,22;46,87;29,86;59,83;53,05;50,51;109,38;115,54;25,45;104,30;133,95;-;109,38;106,35;108,70
02.12.2025 05:00;02.12.2025 05:15;50,29;66,18;48,67;48,17;29,37;44,02;48,17;50,06;99,31;135,02;24,46;107,86;92,89;-;99,31;92,32;91,21
02.12.2025 05:15;02.12.2025 05:30;59,31;71,44;59,46;50,84;31,28;63,30;57,91;52,82;115,15;114,41;26,19;107,86;106,67;-;107,86;106,72;105,59
02.12.2025 05:30;02.12.2025 05:45;69,17;71,90;66,00;53,16;33,83;63,97;65,21;55,21;120,46;104,67;28,79;107,86;91,75;-;109,38;109,38;106,09
02.12.2025 05:45;02.12.2025 06:00;79,57;76,69;77,65;50,01;35,08;75,13;77,34;56,83;121,87;109,23;30,96;107,86;101,59;-;115,05;115,05;114,86
02.12.2025 06:00;02.12.2025 06:15;62,56;74,68;60,34;60,09;35,49;57,93;60,09;58,23;126,57;112,39;29,29;126,04;95,00;-;113,02;113,02;114,57
02.12.2025 06:15;02.12.2025 06:30;76,70;81,70;75,54;60,51;37,37;75,15;75,25;61,94;127,99;123,07;31,47;126,04;104,36;-;118,30;118,30;120,78
02.12.2025 06:30;02.12.2025 06:45;90,05;91,32;89,13;62,71;40,98;85,00;88,75;64,81;142,95;135,68;35,45;126,04;133,00;-;120,00;135,56;138,61
02.12.2025 06:45;02.12.2025 07:00;84,74;99,24;89,48;59,15;44,06;89,18;87,91;65,61;143,00;160,91;40,02;126,04;186,31;-;133,40;148,62;160,21
02.12.2025 07:00;02.12.2025 07:15;74,21;98,06;80,00;64,52;64,54;80,00;70,10;64,68;142,91;157,57;65,78;137,28;151,32;-;118,13;141,02;151,32
02.12.2025 07:15;02.12.2025 07:30;80,80;106,84;85,66;67,61;67,62;83,91;80,00;67,19;148,98;202,53;69,07;137,28;165,34;-;132,40;153,93;170,66
02.12.2025 07:30;02.12.2025 07:45;92,82;114,87;99,67;68,25;68,27;92,82;85,10;70,33;173,65;211,00;69,63;137,28;187,56;-;144,54;173,65;188,86
02.12.2025 07:45;02.12.2025 08:00;103,32;119,22;110,95;68,57;68,58;95,34;84,85;70,66;195,77;213,71;69,96;137,28;195,77;-;154,13;187,34;199,52
02.12.2025 08:00;02.12.2025 08:15;84,20;112,42;89,73;69,85;69,87;95,07;83,43;71,99;147,94;218,48;71,22;145,00;174,09;-;140,00;159,31;178,97
02.12.2025 08:15;02.12.2025 08:30;87,90;112,75;92,90;69,88;69,90;95,82;91,72;72,02;144,56;238,69;71,26;145,00;148,48;-;144,56;155,36;176,59
02.12.2025 08:30;02.12.2025 08:45;88,12;116,94;93,23;72,60;72,61;95,72;92,66;72,26;148,00;250,04;74,23;145,00;169,99;-;148,00;164,00;188,39
02.12.2025 08:45;02.12.2025 09:00;90,38;110,41;93,27;69,88;69,89;95,34;92,98;72,02;147,44;209,96;71,26;145,00;147,44;-;147,44;151,62;167,41
02.12.2025 09:00;02.12.2025 09:15;88,79;114,83;98,16;71,78;71,80;96,30;85,60;72,31;165,81;245,83;73,34;138,41;143,78;-;165,33;165,71;184,25
02.12.2025 09:15;02.12.2025 09:30;89,98;111,77;98,04;69,92;69,93;95,02;85,60;72,07;161,67;230,65;69,19;138,41;138,99;-;159,98;159,98;176,22
02.12.2025 09:30;02.12.2025 09:45;89,16;105,75;95,71;70,18;70,19;89,16;80,10;71,99;157,70;187,62;64,40;138,41;137,77;-;150,00;150,00;159,85
02.12.2025 09:45;02.12.2025 10:00;85,19;98,77;88,78;68,29;68,30;85,19;80,70;72,11;142,98;141,83;57,61;138,41;142,25;-;135,77;135,77;141,02
02.12.2025 10:00;02.12.2025 10:15;87,61;109,47;89,72;82,40;77,43;90,63;90,62;74,30;167,11;169,55;59,23;135,02;168,21;-;157,98;157,98;166,09
02.12.2025 10:15;02.12.2025 10:30;85,38;104,99;86,00;76,83;76,82;86,00;87,68;74,57;160,99;158,83;52,98;135,02;159,15;-;150,79;150,79;157,59
02.12.2025 10:30;02.12.2025 10:45;84,61;104,19;83,91;76,87;76,87;83,00;86,53;74,65;162,59;159,44;47,14;135,02;160,05;-;151,60;151,60;158,52
02.12.2025 10:45;02.12.2025 11:00;85,73;103,12;82,59;76,87;76,86;79,94;86,78;74,66;159,09;164,59;45,34;135,02;152,58;-;148,87;148,87;156,66
02.12.2025 11:00;02.12.2025 11:15;85,07;105,99;85,07;76,92;76,94;86,00;85,82;74,62;160,96;189,99;69,03;131,77;128,74;-;149,12;149,12;158,62
02.12.2025 11:15;02.12.2025 11:30;85,20;103,92;83,10;76,91;76,92;82,63;85,21;74,63;158,44;182,48;64,59;131,77;126,48;-;145,90;145,90;154,50
02.12.2025 11:30;02.12.2025 11:45;87,84;102,72;83,73;76,87;76,87;81,78;87,27;74,68;157,05;181,60;51,31;131,77;127,00;-;145,23;145,23;153,87
02.12.2025 11:45;02.12.2025 12:00;88,78;98,75;83,08;68,97;68,96;79,64;87,86;75,73;145,69;174,03;46,83;131,77;123,72;-;137,53;137,53;146,48
02.12.2025 12:00;02.12.2025 12:15;87,01;102,53;84,54;84,80;84,81;82,54;87,01;73,89;142,99;168,77;70,32;127,53;120,63;-;131,00;134,92;142,99
02.12.2025 12:15;02.12.2025 12:30;86,99;101,87;82,87;76,67;76,68;80,53;86,80;74,74;146,93;176,88;67,13;127,53;123,77;-;130,00;138,55;147,85
02.12.2025 12:30;02.12.2025 12:45;87,58;103,16;83,10;77,79;77,80;80,53;87,32;75,67;148,94;179,79;71,00;127,53;125,29;-;130,00;140,37;149,95
02.12.2025 12:45;02.12.2025 13:00;88,21;103,54;81,69;76,66;76,66;77,60;87,55;78,11;148,98;183,31;73,96;127,53;126,84;-;131,00;141,07;151,51
02.12.2025 13:00;02.12.2025 13:15;94,84;103,36;85,24;85,64;85,63;80,52;85,64;79,83;146,92;177,24;52,06;130,00;128,26;-;127,06;139,94;149,36
02.12.2025 13:15;02.12.2025 13:30;91,79;110,89;84,28;83,48;83,48;78,94;88,33;81,04;142,99;232,81;69,56;130,00;144,86;-;130,00;150,24;171,47
02.12.2025 13:30;02.12.2025 13:45;94,84;115,49;81,24;89,10;89,10;71,34;90,01;82,11;148,91;257,97;74,95;130,00;155,66;-;132,36;159,07;184,85
02.12.2025 13:45;02.12.2025 14:00;106,67;113,13;85,19;95,62;95,62;71,00;95,62;82,14;148,93;215,36;77,11;130,00;147,83;-;130,58;151,05;168,34
02.12.2025 14:00;02.12.2025 14:15;84,49;104,45;85,32;83,07;83,07;86,56;83,07;79,96;132,09;179,01;78,53;136,95;121,34;-;131,25;131,28;143,08
02.12.2025 14:15;02.12.2025 14:30;86,75;110,56;87,53;84,24;84,24;88,28;84,24;81,06;136,98;214,69;82,86;136,95;135,06;-;134,13;142,61;160,78
