Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
11.12.2025 11:30;11.12.2025 11:45;90,12;78,43;86,63;9,37;56,05;78,00;86,63;61,02;119,83;101,22;46,89;117,07;100,02;-;112,45;112,45;112,21
11.12.2025 11:45;11.12.2025 12:00;86,10;76,97;82,77;9,37;55,07;75,40;82,77;61,09;119,75;98,98;46,93;117,07;97,51;-;112,25;112,25;111,25
11.12.2025 12:00;11.12.2025 12:15;92,43;78,51;88,82;7,01;56,13;79,00;88,82;63,04;117,33;101,86;48,48;112,26;100,88;-;111,28;111,28;111,28
11.12.2025 12:15;11.12.2025 12:30;87,01;77,16;83,51;7,01;57,41;75,90;84,20;63,05;116,80;100,02;50,96;112,26;97,66;-;110,33;110,33;109,99
11.12.2025 12:30;11.12.2025 12:45;88,78;77,20;85,06;7,02;57,42;75,79;86,13;63,05;111,22;102,20;50,96;112,26;98,11;-;106,47;106,47;106,21
11.12.2025 12:45;11.12.2025 13:00;89,38;77,23;85,47;7,05;58,57;75,50;86,73;63,04;110,25;102,37;50,02;112,26;98,26;-;105,95;105,95;105,55
11.12.2025 13:00;11.12.2025 13:15;85,19;75,94;81,94;12,82;54,21;75,11;82,50;61,11;113,29;96,85;46,43;115,94;95,17;-;111,46;111,46;111,46
11.12.2025 13:15;11.12.2025 13:30;86,45;77,01;83,03;13,40;54,76;75,12;83,77;61,56;113,54;102,13;46,27;115,94;97,56;-;111,86;111,86;111,86
11.12.2025 13:30;11.12.2025 13:45;92,63;78,49;87,81;13,20;56,39;75,11;89,15;61,13;114,69;102,61;46,92;115,94;100,43;-;112,29;112,29;114,69
11.12.2025 13:45;11.12.2025 14:00;96,61;80,04;90,69;9,43;62,06;74,72;93,04;61,43;115,14;103,57;52,91;115,94;101,56;-;112,45;112,45;120,73
11.12.2025 14:00;11.12.2025 14:15;84,78;80,35;81,87;50,74;52,52;75,00;81,87;58,97;117,21;101,89;47,19;120,00;96,63;-;112,45;112,45;117,21
11.12.2025 14:15;11.12.2025 14:30;94,02;84,59;88,70;58,00;61,00;75,11;90,26;59,87;119,63;103,09;53,53;120,00;101,33;-;114,97;114,97;123,82
11.12.2025 14:30;11.12.2025 14:45;99,56;87,63;93,34;59,85;63,06;75,12;95,84;60,40;130,33;107,35;55,60;120,00;102,99;-;123,90;123,90;135,98
11.12.2025 14:45;11.12.2025 15:00;112,79;92,13;103,28;46,71;67,35;75,37;107,37;61,84;136,95;118,74;61,24;120,00;114,53;-;135,21;135,21;155,69
11.12.2025 15:00;11.12.2025 15:15;98,15;89,90;91,81;84,23;66,76;75,24;94,05;62,74;119,59;103,57;61,45;126,10;103,33;-;115,22;115,22;123,26
11.12.2025 15:15;11.12.2025 15:30;106,06;91,69;97,73;65,66;64,20;75,37;100,85;63,76;128,53;111,64;63,76;126,10;110,99;-;125,29;125,29;137,98
11.12.2025 15:30;11.12.2025 15:45;115,95;95,64;105,82;65,44;64,18;78,00;109,90;63,80;133,68;120,66;63,80;126,10;120,69;-;130,30;130,30;134,97
11.12.2025 15:45;11.12.2025 16:00;124,90;97,77;114,83;65,85;65,85;82,75;119,17;64,21;137,97;123,63;64,21;126,10;110,89;-;141,59;169,92;307,36
11.12.2025 16:00;11.12.2025 16:15;109,05;93,55;100,49;67,32;67,32;77,40;103,74;64,88;130,97;113,44;63,21;127,40;112,91;-;130,97;128,25;139,07
11.12.2025 16:15;11.12.2025 16:30;109,54;95,36;102,77;67,35;67,35;85,00;105,10;65,41;135,75;114,50;64,63;127,40;113,66;-;133,78;132,64;147,58
11.12.2025 16:30;11.12.2025 16:45;118,12;98,83;109,94;68,37;68,37;87,85;113,11;66,43;136,55;122,09;65,09;127,40;121,93;-;134,32;133,37;139,45
11.12.2025 16:45;11.12.2025 17:00;122,09;100,03;113,60;67,19;67,19;90,11;117,03;67,00;136,35;124,82;65,37;127,40;124,28;-;136,00;136,00;145,75
11.12.2025 17:00;11.12.2025 17:15;110,65;97,91;104,58;71,68;71,68;89,32;106,63;68,45;132,11;118,23;65,40;129,79;119,16;-;133,55;130,03;134,51
11.12.2025 17:15;11.12.2025 17:30;116,93;99,77;110,00;70,07;70,07;91,61;112,62;68,59;133,24;122,66;65,41;129,79;123,37;-;133,24;131,87;135,24
11.12.2025 17:30;11.12.2025 17:45;117,95;101,08;113,89;69,97;69,96;103,61;115,27;68,61;132,00;121,14;63,44;129,79;124,25;-;132,00;129,92;129,64
11.12.2025 17:45;11.12.2025 18:00;116,09;102,63;114,00;81,45;81,44;108,99;114,50;68,62;130,48;115,85;62,57;129,79;121,28;-;130,97;130,97;137,92
11.12.2025 18:00;11.12.2025 18:15;116,59;103,08;111,00;90,13;90,13;96,07;113,14;68,80;130,00;119,84;63,49;128,99;122,33;-;130,00;127,80;127,16
11.12.2025 18:15;11.12.2025 18:30;112,51;102,27;109,65;90,10;90,10;102,81;110,48;68,78;127,49;115,00;62,66;128,99;118,89;-;129,00;125,08;125,00
11.12.2025 18:30;11.12.2025 18:45;111,03;101,35;110,31;79,60;79,60;110,29;109,94;68,73;132,68;113,30;61,23;128,99;120,22;-;130,00;129,30;129,86
11.12.2025 18:45;11.12.2025 19:00;110,14;101,07;110,07;82,80;82,79;111,31;109,50;68,69;129,93;110,94;60,04;128,99;116,72;-;130,00;130,00;140,14
11.12.2025 19:00;11.12.2025 19:15;108,30;102,86;107,94;90,13;90,13;109,57;107,19;68,84;135,70;111,28;63,16;127,79;119,72;-;133,14;133,14;137,99
11.12.2025 19:15;11.12.2025 19:30;105,69;100,68;105,37;88,39;88,39;106,85;104,70;68,81;130,00;110,65;61,63;127,79;114,85;-;130,00;128,68;137,27
11.12.2025 19:30;11.12.2025 19:45;109,08;100,63;106,71;87,09;87,09;101,81;107,14;68,90;129,00;110,91;62,58;127,79;117,95;-;129,00;126,48;127,07
11.12.2025 19:45;11.12.2025 20:00;108,09;97,61;103,09;83,71;83,71;90,24;104,82;68,82;125,16;110,64;59,98;127,79;115,70;-;127,80;122,94;122,89
11.12.2025 20:00;11.12.2025 20:15;113,96;101,82;108,57;89,29;89,29;94,01;110,54;68,77;132,59;118,53;65,04;125,01;118,38;-;131,87;131,87;145,15
11.12.2025 20:15;11.12.2025 20:30;103,82;98,57;99,15;87,10;87,10;88,75;100,34;68,66;136,70;113,89;62,17;125,01;115,41;-;127,68;127,68;130,69
11.12.2025 20:30;11.12.2025 20:45;99,79;94,66;94,63;85,00;85,00;82,24;96,20;68,52;127,34;108,28;59,46;125,01;109,59;-;126,45;119,83;121,95
11.12.2025 20:45;11.12.2025 21:00;97,00;92,76;94,68;90,11;66,80;90,36;95,01;68,39;122,00;104,62;57,64;125,01;105,73;-;122,00;115,10;117,78
11.12.2025 21:00;11.12.2025 21:15;103,57;93,90;97,52;78,40;78,40;81,90;99,59;68,39;129,44;110,84;57,88;119,29;111,27;-;125,29;125,29;135,17
11.12.2025 21:15;11.12.2025 21:30;99,04;91,47;97,08;83,00;77,96;82,84;91,42;68,36;120,76;104,83;55,77;119,29;104,88;-;118,80;118,80;130,97
11.12.2025 21:30;11.12.2025 21:45;92,27;91,13;90,12;85,99;76,80;87,27;90,15;68,32;124,71;102,69;52,66;119,29;104,44;-;115,25;114,01;112,75
11.12.2025 21:45;11.12.2025 22:00;82,69;83,59;80,57;80,60;61,20;77,79;80,60;68,22;114,46;92,91;49,16;119,29;94,66;-;114,46;103,88;102,36
11.12.2025 22:00;11.12.2025 22:15;100,59;86,21;91,72;68,83;56,34;67,07;95,31;68,18;120,09;108,77;52,16;112,00;107,83;-;115,22;115,22;115,72
11.12.2025 22:15;11.12.2025 22:30;91,53;85,57;87,78;87,46;54,65;78,84;88,87;68,07;114,50;100,98;48,09;112,00;100,02;-;113,29;107,69;108,01
11.12.2025 22:30;11.12.2025 22:45;92,79;86,07;92,14;90,12;49,99;90,87;92,13;67,83;110,98;98,72;45,08;112,00;96,86;-;110,98;107,18;113,86
11.12.2025 22:45;11.12.2025 23:00;89,43;82,42;89,39;87,45;44,55;89,48;89,30;67,38;100,00;91,87;43,86;112,00;91,34;-;110,33;97,13;99,69
11.12.2025 23:00;11.12.2025 23:15;101,03;85,94;101,30;88,17;49,35;82,95;89,84;66,27;110,33;103,88;44,31;104,94;103,98;-;110,33;107,89;106,73
11.12.2025 23:15;11.12.2025 23:30;95,01;80,66;91,79;84,87;49,37;70,53;86,40;65,83;97,62;96,07;43,50;104,94;96,34;-;106,46;97,72;96,94
11.12.2025 23:30;11.12.2025 23:45;91,31;81,34;91,46;85,89;56,82;84,66;87,15;65,38;92,30;91,72;42,56;104,94;91,83;-;106,00;92,32;92,05
11.12.2025 23:45;12.12.2025 00:00;87,59;80,35;87,59;86,47;60,40;87,59;87,59;65,31;87,59;87,59;41,21;104,94;87,59;-;105,00;87,59;87,59
12.12.2025 00:00;12.12.2025 00:15;88,14;82,58;87,61;70,55;70,55;88,52;87,28;62,33;105,14;94,37;45,23;101,59;95,20;-;105,14;100,54;99,99
12.12.2025 00:15;12.12.2025 00:30;86,91;82,23;85,71;72,79;72,78;84,06;85,73;63,43;104,55;93,40;46,15;101,59;94,29;-;104,55;99,77;98,88
12.12.2025 00:30;12.12.2025 00:45;79,00;78,57;76,06;76,73;76,73;69,70;76,73;63,59;101,79;87,40;45,37;101,59;88,56;-;99,28;95,75;94,49
12.12.2025 00:45;12.12.2025 01:00;81,07;77,64;76,23;77,96;77,96;63,53;77,96;63,50;98,00;87,33;41,82;101,59;88,21;-;98,00;93,77;92,62
12.12.2025 01:00;12.12.2025 01:15;84,34;82,74;83,59;79,68;79,67;84,21;83,26;65,44;104,34;91,82;44,84;100,62;92,70;-;100,63;98,85;97,91
12.12.2025 01:15;12.12.2025 01:30;83,57;81,01;81,25;81,63;81,62;76,11;81,90;65,91;99,28;89,45;43,13;100,62;90,16;-;99,28;95,15;94,25
12.12.2025 01:30;12.12.2025 01:45;89,23;82,29;85,39;82,80;82,80;75,03;87,00;66,05;98,33;92,66;41,38;100,62;93,09;-;98,33;96,18;95,45
12.12.2025 01:45;12.12.2025 02:00;87,74;80,66;81,61;83,75;83,74;64,63;84,31;66,20;98,33;91,74;40,10;100,62;92,26;-;98,33;95,98;95,01
12.12.2025 02:00;12.12.2025 02:15;88,09;83,61;85,45;86,35;86,34;79,14;86,35;66,75;101,60;93,15;41,73;99,10;93,78;-;101,60;98,11;97,28
12.12.2025 02:15;12.12.2025 02:30;84,58;81,31;81,82;82,71;82,71;75,36;82,71;66,00;100,06;90,38;42,48;99,10;91,10;-;100,06;96,03;95,11
12.12.2025 02:30;12.12.2025 02:45;88,80;82,41;82,44;85,31;85,30;64,77;85,31;66,76;99,48;92,84;51,83;99,10;93,37;-;99,48;97,13;96,13
12.12.2025 02:45;12.12.2025 03:00;90,13;80,39;79,24;84,45;84,45;48,01;84,45;66,76;99,10;93,57;51,09;99,10;94,06;-;99,10;97,66;96,37
12.12.2025 03:00;12.12.2025 03:15;90,81;84,29;84,23;87,29;87,30;65,67;87,29;64,87;98,33;93,67;68,32;96,20;94,06;-;98,33;96,87;96,00
12.12.2025 03:15;12.12.2025 03:30;88,92;81,48;80,69;84,53;84,53;57,44;84,53;64,87;98,12;92,42;60,03;96,20;92,90;-;98,33;96,36;95,27
12.12.2025 03:30;12.12.2025 03:45;90,48;80,61;80,11;85,22;85,22;49,85;85,22;64,88;93,51;91,69;62,84;96,20;91,92;-;98,33;93,67;92,69
12.12.2025 03:45;12.12.2025 04:00;90,52;81,58;80,18;83,78;83,78;51,11;83,78;64,91;98,33;93,52;67,90;96,20;93,94;-;98,33;97,13;95,96
12.12.2025 04:00;12.12.2025 04:15;87,83;78,76;78,60;83,06;83,06;51,67;83,06;64,74;90,54;88,92;52,84;100,72;89,12;-;95,78;90,67;89,80
12.12.2025 04:15;12.12.2025 04:30;89,90;79,86;77,74;83,50;83,50;42,62;83,50;64,82;96,74;92,57;59,80;100,72;92,97;-;98,33;96,01;94,72
12.12.2025 04:30;12.12.2025 04:45;95,10;82,19;84,09;82,87;82,87;55,10;82,87;64,99;97,83;96,22;60,11;100,72;96,39;-;98,00;98,00;97,10
12.12.2025 04:45;12.12.2025 05:00;90,00;81,61;81,25;81,89;81,89;58,06;81,89;65,21;98,99;93,45;60,51;100,72;93,89;-;98,33;97,27;96,22
12.12.2025 05:00;12.12.2025 05:15;84,67;79,96;75,78;76,67;76,67;60,59;76,67;64,77;96,00;90,77;72,13;100,14;89,38;-;96,00;93,28;92,39
12.12.2025 05:15;12.12.2025 05:30;87,11;83,43;79,69;81,32;81,32;63,97;81,32;65,37;101,93;97,03;72,28;100,14;93,34;-;98,33;98,33;97,22
12.12.2025 05:30;12.12.2025 05:45;97,06;86,22;84,54;85,01;85,01;65,76;85,01;65,85;104,41;100,80;71,81;100,14;100,04;-;102,81;102,81;102,06
12.12.2025 05:45;12.12.2025 06:00;100,01;88,72;88,68;90,77;90,77;65,68;90,77;66,23;108,09;102,23;70,59;100,14;101,99;-;108,09;109,12;115,58
12.12.2025 06:00;12.12.2025 06:15;84,46;86,91;78,24;79,50;79,50;81,81;73,35;69,54;110,45;93,81;78,93;115,91;94,95;-;105,47;105,47;108,13
12.12.2025 06:15;12.12.2025 06:30;97,09;97,72;88,24;89,89;97,09;85,92;83,93;72,85;136,14;111,29;80,56;115,91;113,12;-;111,62;128,66;131,56
12.12.2025 06:30;12.12.2025 06:45;110,28;105,12;95,47;95,40;110,29;75,95;93,65;83,24;146,75;124,09;89,36;115,91;126,18;-;113,76;138,52;136,29
12.12.2025 06:45;12.12.2025 07:00;113,08;110,30;100,00;106,85;113,08;80,92;99,06;95,81;146,62;125,73;101,76;115,91;127,60;-;120,00;139,37;137,99
12.12.2025 07:00;12.12.2025 07:15;108,32;107,65;99,75;105,03;108,32;76,32;103,00;96,84;131,52;114,21;105,81;127,90;115,41;-;124,41;124,41;121,45
12.12.2025 07:15;12.12.2025 07:30;125,30;119,43;114,29;124,33;125,31;81,84;119,23;113,19;130,75;127,05;122,39;127,90;127,43;-;127,80;130,10;128,80
12.12.2025 07:30;12.12.2025 07:45;122,78;120,89;114,94;122,78;122,78;93,20;118,02;113,14;140,31;127,56;120,87;127,90;128,34;-;134,73;134,73;132,50
12.12.2025 07:45;12.12.2025 08:00;128,90;125,25;120,11;128,90;128,90;95,04;123,80;119,73;141,25;132,37;126,74;127,90;132,97;-;137,73;137,73;135,93
12.12.2025 08:00;12.12.2025 08:15;128,79;127,02;125,03;128,79;128,80;114,13;126,57;115,69;134,73;130,16;128,49;135,00;129,86;-;134,73;134,46;139,43
12.12.2025 08:15;12.12.2025 08:30;132,96;131,13;129,20;132,96;132,97;118,66;130,71;120,02;139,83;134,89;133,05;135,00;135,15;-;139,83;137,74;136,79
12.12.2025 08:30;12.12.2025 08:45;133,52;129,81;127,51;133,52;133,53;109,74;130,20;121,95;135,32;134,15;132,71;135,00;134,30;-;135,32;135,32;134,73
12.12.2025 08:45;12.12.2025 09:00;128,14;123,36;118,56;128,14;128,14;90,22;122,84;116,92;131,00;129,14;127,60;135,00;129,38;-;131,00;131,00;130,07
12.12.2025 09:00;12.12.2025 09:15;133,97;131,37;130,77;133,97;133,97;121,28;132,20;127,90;134,89;134,31;133,54;127,90;134,39;-;134,89;134,93;134,62
12.12.2025 09:15;12.12.2025 09:30;127,00;125,07;123,84;127,00;127,01;114,47;125,25;121,19;127,91;127,33;126,49;127,90;127,41;-;127,95;127,95;127,64
12.12.2025 09:30;12.12.2025 09:45;124,64;121,26;118,08;124,64;124,65;98,64;121,01;117,10;126,53;125,33;124,51;127,90;125,49;-;126,53;126,61;125,96
12.12.2025 09:45;12.12.2025 10:00;122,00;118,91;115,41;122,00;122,01;95,89;118,36;114,54;123,90;122,70;122,43;127,90;122,86;-;122,41;123,97;123,33
12.12.2025 10:00;12.12.2025 10:15;129,20;125,52;124,02;129,20;129,21;108,50;126,38;122,24;130,69;129,75;129,70;121,13;129,88;-;122,41;130,75;130,24
12.12.2025 10:15;12.12.2025 10:30;126,92;122,49;120,00;126,92;126,93;99,27;123,15;119,13;128,91;127,66;126,46;121,13;127,82;-;121,00;128,99;128,31
12.12.2025 10:30;12.12.2025 10:45;118,18;113,52;108,89;118,18;118,19;81,07;113,11;109,43;120,85;119,17;119,31;121,13;119,38;-;110,00;120,95;120,04
12.12.2025 10:45;12.12.2025 11:00;113,52;109,64;104,90;113,52;113,53;79,08;108,82;105,29;116,00;114,44;114,73;121,13;114,64;-;109,81;116,10;115,26
12.12.2025 11:00;12.12.2025 11:15;122,10;116,96;113,03;122,10;122,10;86,00;117,28;113,42;124,87;123,07;122,42;118,96;123,27;-;110,00;124,81;123,92
12.12.2025 11:15;12.12.2025 11:30;118,52;113,99;110,02;118,52;118,52;84,65;114,00;110,26;121,13;119,43;118,78;118,96;119,62;-;109,81;121,07;120,24
12.12.2025 11:30;12.12.2025 11:45;117,91;112,97;108,49;117,91;117,91;80,40;112,90;109,23;120,79;118,92;118,06;118,96;119,13;-;109,66;120,73;119,81
12.12.2025 11:45;12.12.2025 12:00;114,69;109,72;104,61;114,69;114,69;74,54;109,33;105,81;117,78;115,77;114,75;118,96;116,00;-;108,93;117,71;116,73
12.12.2025 12:00;12.12.2025 12:15;111,63;108,52;105,40;111,63;111,63;86,95;108,18;104,10;113,50;112,29;111,62;116,00;112,42;-;108,85;113,45;112,87
12.12.2025 12:15;12.12.2025 12:30;112,75;108,54;104,64;112,75;112,75;80,59;108,25;104,69;115,19;113,62;111,62;116,00;113,79;-;106,75;115,13;114,37
12.12.2025 12:30;12.12.2025 12:45;113,29;109,45;106,24;113,29;113,29;85,35;109,38;105,30;115,40;114,04;111,44;116,00;114,19;-;105,74;115,35;114,69
12.12.2025 12:45;12.12.2025 13:00;114,60;110,31;106,55;114,60;114,61;82,71;110,14;106,50;117,02;115,00;114,62;116,00;115,63;-;105,70;116,96;116,21
12.12.2025 13:00;12.12.2025 13:15;114,22;109,91;106,92;114,22;114,23;85,24;110,31;99,25;116,31;115,00;115,75;116,57;115,16;-;108,85;116,40;115,69
12.12.2025 13:15;12.12.2025 13:30;115,04;108,79;104,69;112,57;115,06;73,90;109,49;98,56;118,02;116,16;115,30;116,57;116,39;-;108,85;118,14;117,13
12.12.2025 13:30;12.12.2025 13:45;119,81;110,42;105,10;115,05;119,83;61,36;111,93;99,99;124,05;121,39;117,63;116,57;121,72;-;108,85;124,21;122,78
12.12.2025 13:45;12.12.2025 14:00;123,97;115,88;110,93;122,34;123,99;72,19;116,98;106,71;127,71;125,37;126,23;116,57;125,65;-;109,62;127,86;126,59
12.12.2025 14:00;12.12.2025 14:15;114,08;106,79;100,78;109,63;114,10;61,33;106,72;94,42;117,90;115,51;112,37;126,09;115,80;-;109,66;118,06;116,76
12.12.2025 14:15;12.12.2025 14:30;121,73;114,28;109,51;117,65;121,75;73,27;114,97;101,13;125,24;123,04;121,07;126,09;123,31;-;109,81;125,38;124,19
12.12.2025 14:30;12.12.2025 14:45;133,05;122,64;117,50;127,85;133,07;71,40;124,44;109,34;137,51;134,72;132,11;126,09;135,06;-;113,76;137,69;136,17
12.12.2025 14:45;12.12.2025 15:00;138,43;127,87;123,19;133,81;138,46;78,01;130,00;114,91;142,81;140,07;138,80;126,09;140,40;-;113,76;142,99;141,50
12.12.2025 15:00;12.12.2025 15:15;122,10;114,72;108,80;117,58;122,13;69,40;114,74;101,29;126,08;123,52;121,06;133,47;123,83;-;115,00;126,08;124,78
12.12.2025 15:15;12.12.2025 15:30;127,30;120,21;115,48;123,28;127,33;80,47;120,76;105,78;130,83;128,56;127,51;133,47;128,84;-;128,41;130,84;129,68
12.12.2025 15:30;12.12.2025 15:45;135,99;127,12;121,67;131,14;136,02;78,94;128,10;112,72;141,04;140,64;135,51;133,47;139,05;-;135,92;141,51;140,56
12.12.2025 15:45;12.12.2025 16:00;142,40;134,08;130,86;138,48;142,44;96,63;136,02;118,89;146,00;144,24;143,75;133,47;144,13;-;142,94;146,10;145,06
12.12.2025 16:00;12.12.2025 16:15;134,03;126,59;118,84;132,11;134,06;73,40;125,67;114,24;139,93;141,31;136,58;138,19;138,14;-;133,00;140,79;140,10
12.12.2025 16:15;12.12.2025 16:30;138,10;134,32;126,84;135,75;138,13;91,32;132,04;116,94;146,97;162,17;140,92;138,19;148,24;-;133,00;150,46;152,50
12.12.2025 16:30;12.12.2025 16:45;148,95;142,85;132,46;146,58;148,98;80,72;140,05;126,61;161,33;181,65;151,90;138,19;162,84;-;133,91;166,05;168,69
12.12.2025 16:45;12.12.2025 17:00;160,87;151,99;144,56;157,96;160,12;94,36;152,00;136,99;170,69;183,14;163,05;138,19;170,78;-;141,00;173,82;175,05
12.12.2025 17:00;12.12.2025 17:15;150,00;139,06;121,79;147,99;150,82;86,02;146,57;127,44;142,48;159,88;153,96;141,01;151,72;-;135,20;143,60;149,76
12.12.2025 17:15;12.12.2025 17:30;151,81;142,37;129,31;150,17;151,85;100,73;149,12;127,53;146,19;161,26;155,12;141,01;153,77;-;135,20;147,28;152,42
12.12.2025 17:30;12.12.2025 17:45;144,79;137,46;128,76;143,57;144,82;108,50;142,80;120,50;140,13;148,73;148,06;141,01;145,16;-;136,29;140,55;143,81
12.12.2025 17:45;12.12.2025 18:00;140,70;134,42;127,57;139,62;140,73;110,51;138,93;115,71;136,83;142,98;144,04;141,01;140,70;-;136,83;137,05;139,51
12.12.2025 18:00;12.12.2025 18:15;138,83;132,41;126,83;137,04;138,86;109,70;136,75;117,04;135,24;138,27;141,66;137,17;138,00;-;133,00;135,10;136,71
12.12.2025 18:15;12.12.2025 18:30;133,66;129,11;126,06;131,72;133,69;111,23;131,40;111,60;133,00;134,10;136,49;137,17;133,80;-;133,00;133,00;133,50
12.12.2025 18:30;12.12.2025 18:45;131,01;128,01;125,70;128,25;131,04;115,33;127,80;107,36;132,36;136,06;134,02;137,17;132,97;-;133,00;133,00;133,68
12.12.2025 18:45;12.12.2025 19:00;128,90;126,20;121,38;125,26;128,94;115,65;119,52;103,87;131,45;140,03;132,10;137,17;132,84;-;133,00;133,00;134,53
12.12.2025 19:00;12.12.2025 19:15;129,00;126,76;124,59;127,02;129,74;110,27;126,66;108,51;133,32;140,86;132,04;127,46;133,88;-;134,80;134,80;135,90
12.12.2025 19:15;12.12.2025 19:30;127,30;123,38;120,00;123,70;126,61;110,03;119,58;104,56;129,83;135,90;128,95;127,46;130,55;-;131,00;131,00;131,97
12.12.2025 19:30;12.12.2025 19:45;128,63;120,86;113,81;120,88;128,65;109,48;108,46;100,69;128,86;135,16;125,66;127,46;130,32;-;130,00;130,00;131,24
12.12.2025 19:45;12.12.2025 20:00;127,30;109,25;97,90;100,84;127,33;108,00;82,07;79,32;124,20;126,50;102,76;127,46;125,39;-;124,20;124,20;125,39
12.12.2025 20:00;12.12.2025 20:15;122,00;122,66;118,11;120,30;122,01;102,95;120,09;106,59;131,80;153,24;118,94;121,12;134,14;-;131,80;135,32;139,04
12.12.2025 20:15;12.12.2025 20:30;122,00;110,95;114,07;112,02;122,01;93,76;110,83;79,99;124,81;127,08;90,37;121,12;124,42;-;124,81;125,49;125,52
12.12.2025 20:30;12.12.2025 20:45;119,90;105,53;111,73;94,70;119,90;101,92;91,70;75,00;119,99;120,01;84,81;121,12;119,92;-;120,00;120,14;120,03
12.12.2025 20:45;12.12.2025 21:00;104,11;97,59;99,54;86,28;104,11;97,85;83,37;72,50;111,18;107,91;82,15;121,12;107,44;-;109,66;109,66;109,54
12.12.2025 21:00;12.12.2025 21:15;130,57;106,66;103,71;101,40;130,58;84,24;97,50;69,91;129,26;129,68;84,77;112,75;129,47;-;117,82;129,55;129,52
12.12.2025 21:15;12.12.2025 21:30;117,33;101,60;99,80;98,37;117,35;86,76;95,84;69,35;116,53;116,77;87,45;112,75;116,64;-;114,81;116,71;116,68
12.12.2025 21:30;12.12.2025 21:45;109,22;96,76;94,16;94,59;109,25;76,44;92,63;68,97;109,45;109,14;87,89;112,75;109,11;-;109,62;109,62;109,34
12.12.2025 21:45;12.12.2025 22:00;102,60;93,22;92,33;91,51;102,62;70,35;90,03;68,59;104,14;103,18;86,69;112,75;103,26;-;107,24;104,28;103,71
12.12.2025 22:00;12.12.2025 22:15;109,92;96,38;97,25;93,96;109,94;64,95;91,86;67,36;113,65;115,00;85,90;107,70;112,66;-;111,81;114,32;113,95
12.12.2025 22:15;12.12.2025 22:30;107,64;95,80;97,91;92,89;107,65;74,88;90,95;67,44;110,30;111,69;82,73;107,70;109,71;-;110,85;110,85;110,68
12.12.2025 22:30;12.12.2025 22:45;103,58;96,35;103,59;91,54;103,59;88,53;89,95;67,26;107,46;111,68;81,23;107,70;107,31;-;108,38;108,38;108,79
12.12.2025 22:45;12.12.2025 23:00;94,14;91,08;94,15;86,37;94,16;87,65;85,35;67,16;97,22;103,19;81,11;107,70;97,79;-;105,93;98,30;99,24
12.12.2025 23:00;12.12.2025 23:15;102,95;96,42;98,20;100,43;102,97;82,15;100,12;66,12;106,67;111,94;84,06;101,19;106,78;-;107,75;107,75;108,38
12.12.2025 23:15;12.12.2025 23:30;95,31;92,61;94,24;91,57;95,33;82,91;91,12;66,06;100,74;111,69;82,00;101,19;101,83;-;105,20;102,69;104,42
12.12.2025 23:30;12.12.2025 23:45;87,68;88,20;87,04;87,47;87,70;83,45;87,44;65,87;91,99;103,18;81,37;101,19;93,52;-;103,53;93,87;95,83
12.12.2025 23:45;13.12.2025 00:00;81,07;83,61;80,65;80,98;81,08;77,49;80,97;65,00;86,00;99,14;79,33;101,19;87,84;-;103,32;88,19;90,51
13.12.2025 00:00;13.12.2025 00:15;103,81;95,64;91,62;102,19;102,20;96,04;87,89;64,17;110,73;107,35;78,99;106,00;104,87;-;110,00;110,00;108,06
13.12.2025 00:15;13.12.2025 00:30;93,33;92,75;88,00;93,33;93,34;95,39;85,30;64,07;107,72;107,82;78,30;106,00;101,01;-;107,72;106,38;106,38
13.12.2025 00:30;13.12.2025 00:45;89,21;91,17;88,64;89,21;89,22;87,50;88,55;63,98;104,90;107,35;78,05;106,00;99,47;-;104,90;103,68;104,88
13.12.2025 00:45;13.12.2025 01:00;82,78;85,93;82,19;82,78;82,79;82,00;82,11;63,87;91,54;107,35;78,10;106,00;86,55;-;97,78;89,47;88,99
13.12.2025 01:00;13.12.2025 01:15;99,35;94,11;96,26;99,35;99,36;87,50;97,62;63,46;104,56;103,99;79,49;102,00;101,58;-;104,56;103,55;103,04
13.12.2025 01:15;13.12.2025 01:30;92,78;90,99;90,00;92,78;92,79;83,11;90,98;63,41;103,64;107,35;77,43;102,00;97,45;-;103,43;101,25;100,48
13.12.2025 01:30;13.12.2025 01:45;87,52;87,96;84,91;87,52;87,53;78,76;85,74;63,34;100,00;107,35;77,48;102,00;92,89;-;100,00;97,21;96,37
13.12.2025 01:45;13.12.2025 02:00;82,36;85,05;80,00;82,36;82,37;75,00;80,61;63,29;97,00;107,36;76,93;102,00;88,65;-;97,00;93,66;92,74
